Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,5.01,,1.52
12M 2009,148.8,15.79,53.6,110.99,2.45,2.44,23.12,24.77,0.76,0.86,0.36,0.41,3.46,3.46,1.85
12M 2010,92.6,27.58,48.12,72.06,3.94,3.93,13.23,13.13,1.42,1.47,0.59,0.57,3.61,3.61,1.81
12M 2011,65.38,36.79,51.13,51.04,5.58,4.93,9.92,8.27,2.37,2.3,0.61,0.59,1.06,1.06,3.3
12M 2012,74.28,37.99,55.33,56.94,4.91,5.29,9.61,11.34,2.44,2.31,0.52,0.53,1.41,1.41,3.6
12M 2013,70.65,36.4,53.97,53.08,5.17,5.39,10.03,10.56,2.15,1.93,0.56,0.53,2.86,2.86,2.06
12M 2014,61.44,36.06,68.09,29.41,5.94,7.64,10.12,12.75,1.34,1.19,0.48,0.48,4.48,4.48,1.9
12M 2015,63.47,34.14,72.78,24.83,5.75,5.65,10.69,8.59,0.78,0.69,0.33,0.28,3.45,3.45,1.53
12M 2016,47.45,31.53,57.28,21.7,7.69,7.73,11.58,11.92,1.2,1.18,0.35,0.35,3.91,3.91,1.75
12M 2017,30.66,23.56,46.25,7.97,11.91,9.18,15.49,11.91,3.05,2.97,0.53,0.5,4.79,4.79,1.66
12M 2018,30.57,23.14,52.51,1.2,11.94,10.4,15.78,13.1,4.15,3.98,0.59,0.51,12.21,12.21,1.22
12M 2019,39.29,23.75,65.59,-2.55,9.29,8.64,15.37,15.31,3.85,3.89,0.47,0.45,8.57,8.57,1.3
12M 2020,42.44,27.75,69.48,0.71,8.6,9.24,13.15,10.35,3.56,3.33,0.47,0.45,3.89,3.89,1.55
12M 2021,35.64,24.28,56.04,3.88,10.24,9.13,15.03,15.56,5.04,5.16,0.74,0.71,4.59,4.59,1.7
12M 2022,24.6,20.5,32.52,12.58,14.84,12.0,17.8,11.91,5.9,3.52,1.23,0.88,9.53,9.53,1.36
12M 2023,32.48,24.3,46.76,10.02,11.24,15.9,15.02,27.49,4.7,10.32,1.03,1.75,8.89,8.89,1.67
12M 2024,35.63,22.53,64.31,-6.15,10.24,11.18,16.2,14.36,5.03,4.9,0.89,0.85,2.59,2.59,2.33
