Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.07 B,4554.83,0.00,0.00,,5.12%,9.65%,15.45%,3.42
12M 2009,0.77 B,68.11,82.22,2.11,,1.01%,1.73%,5.30%,1.77
12M 2010,0.77 B,222.09,81.27,4.25,,2.86%,5.67%,6.23%,1.64
12M 2011,0.77 B,392.18,29.20,1.65,,2.60%,4.13%,7.03%,3.00
12M 2012,0.77 B,201.58,67.47,1.72,,1.32%,1.98%,1.27%,1.25
12M 2013,0.77 B,-247.62,-54.52,1.41,,-1.30%,-2.00%,0.16%,0.19
12M 2014,0.77 B,99.74,129.34,1.33,,0.47%,0.82%,0.77%,0.79
12M 2015,0.77 B,-91.06,-132.88,1.40,,-0.29%,-0.61%,-1.02%,-0.68
12M 2016,0.77 B,960.09,5.78,0.45,,2.47%,4.70%,7.76%,2.95
12M 2017,0.77 B,1487.27,9.35,0.61,,3.09%,6.39%,13.61%,4.87
12M 2018,0.77 B,1652.41,8.17,0.41,"5,343.38 B",2.60%,6.35%,13.20%,3.68
12M 2019,0.77 B,921.99,15.05,0.45,"4,025.09 B",1.37%,3.44%,8.20%,2.32
12M 2020,0.77 B,-1585.69,-10.09,0.56,"3,508.74 B",-2.99%,-6.37%,6.92%,1.98
12M 2021,0.77 B,2230.22,21.97,1.22,,4.00%,7.88%,22.21%,7.17
12M 2022,0.77 B,11388.30,3.49,0.35,"30,822.48 B",8.66%,27.15%,48.65%,11.18
12M 2023,0.77 B,8436.95,9.48,0.81,"23,163.40 B",13.75%,30.44%,34.85%,11.68
12M 2024,7.71 B,635.77,58.20,5.96,"11,639.91 B",8.21%,18.85%,25.66%,10.69
