Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89
