Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.01 B,-66.95,-0.75,0.08,,-11.94%,-51.76%,1.89%,0.07
12M 2009,1.01 B,12.26,5.79,0.12,,1.98%,8.66%,0.34%,0.04
12M 2010,1.01 B,-9.79,-7.97,0.13,,-1.72%,-7.43%,0.10%,0.01
12M 2011,1.01 B,4.10,15.61,0.11,,0.60%,3.02%,6.69%,1.18
12M 2012,1.01 B,-31.84,-2.20,0.11,,-4.74%,-30.60%,-7.20%,-1.57
12M 2013,1.01 B,-136.31,-0.38,0.07,,-19.07%,-233.71%,-36.98%,-6.85
12M 2014,1.01 B,22.87,3.76,0.11,,3.24%,28.17%,21.90%,3.63
12M 2015,1.01 B,-0.86,-58.14,0.06,,-0.11%,-0.95%,21.59%,2.97
12M 2016,1.01 B,28.65,4.36,0.15,,3.55%,22.86%,16.70%,2.33
12M 2017,1.01 B,0.99,89.90,0.11,,0.12%,0.81%,-0.37%,-0.05
12M 2018,1.01 B,-36.05,-1.72,0.06,31.68 B,-3.95%,-41.70%,2.75%,0.38
12M 2019,1.01 B,-51.14,-1.04,0.08,(22.23 B),-5.78%,-143.95%,-14.93%,-1.83
12M 2020,1.01 B,-409.58,-0.12,0.31,(351.11 B),-104.98%,106.17%,-286.96%,-16.84
12M 2021,1.01 B,-125.05,-0.90,7.23,(86.25 B),-44.76%,24.58%,-388.66%,-5.38
12M 2022,1.01 B,-85.34,-0.60,55.78,(13.28 B),-34.25%,14.35%,-34.73%,-3.67
12M 2023,1.01 B,-32.97,-1.52,2262.46,(15.52 B),-15.43%,5.25%,-22.02%,-33.68
12M 2024,1.01 B,-39.90,-0.83,459.53,(23.08 B),-22.44%,5.97%,-22.59%,
