Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.18 B,-11.61,-36.18,0.28,,-0.61%,-1.85%,13.83%,3.27
12M 2009,1.18 B,46.06,6.08,0.22,,2.42%,6.59%,5.91%,2.22
12M 2010,1.18 B,119.29,7.81,0.65,,5.89%,16.15%,11.51%,4.39
12M 2011,4.71 B,54.72,13.16,1.18,,8.76%,23.41%,22.94%,7.89
12M 2012,4.71 B,150.31,7.19,1.43,,14.57%,44.23%,36.53%,14.19
12M 2013,4.71 B,146.89,3.81,0.57,,11.89%,29.79%,27.68%,7.39
12M 2014,4.71 B,88.24,12.13,1.13,,6.93%,15.68%,13.99%,4.43
12M 2015,4.71 B,64.28,11.12,0.69,,4.68%,10.40%,14.59%,4.63
12M 2016,4.71 B,13.28,32.68,0.54,,0.87%,2.15%,8.90%,2.44
12M 2017,4.71 B,250.43,2.06,0.74,,13.31%,29.39%,32.80%,7.78
12M 2018,4.71 B,8.01,62.42,0.64,518.56 B,0.51%,0.96%,6.11%,2.07
12M 2019,4.71 B,19.62,33.38,0.77,542.28 B,1.14%,2.33%,7.14%,2.38
12M 2020,4.71 B,-18.61,-30.90,0.92,326.83 B,-1.15%,-2.33%,2.85%,0.86
12M 2021,4.71 B,-42.55,-11.37,0.97,251.88 B,-2.58%,-5.59%,1.76%,0.48
12M 2022,4.71 B,37.37,7.33,0.36,685.47 B,2.12%,4.58%,8.61%,2.35
12M 2023,4.71 B,37.53,11.56,0.45,728.75 B,2.10%,4.41%,8.83%,2.84
12M 2024,4.71 B,49.78,27.02,1.01,"1,006.40 B",2.26%,4.18%,10.77%,4.50
