Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.93,0.92,1.22,3.06,0.0,0.0,0.92,0.4,2.02
12M 2009,1.08,1.07,1.06,2.72,0.0,0.0,0.81,0.39,1.65
12M 2010,1.02,1.01,1.02,2.74,0.0,0.0,0.73,0.37,1.64
12M 2011,1.67,1.66,0.68,2.67,0.0,0.0,0.15,0.26,1.58
12M 2012,1.73,1.63,0.94,3.04,0.0,0.0,-0.24,0.31,1.99
12M 2013,2.01,1.76,0.65,2.51,0.0,0.0,-0.08,0.26,1.38
12M 2014,1.68,1.48,0.59,2.26,0.0,0.0,0.15,0.26,1.12
12M 2015,1.56,1.31,0.54,2.22,0.0,0.0,0.22,0.24,1.07
12M 2016,1.78,1.58,1.1,2.47,0.0,0.0,0.58,0.45,1.32
12M 2017,1.93,1.77,0.64,2.21,0.0,0.0,0.35,0.29,1.09
12M 2018,1.7,1.47,0.55,1.88,0.0,0.0,0.2,0.29,0.77
12M 2019,2.37,2.12,0.33,2.04,0.0,0.0,-0.05,0.16,0.91
12M 2020,1.61,1.35,0.57,2.03,0.0,0.0,0.35,0.28,0.9
12M 2021,2.07,1.69,0.47,2.16,0.0,0.0,0.25,0.22,1.03
12M 2022,1.82,1.61,0.57,2.16,0.0,0.0,0.28,0.26,1.05
12M 2023,2.13,1.92,0.68,2.1,0.0,0.0,0.38,0.32,0.99
12M 2024,3.02,2.74,0.17,1.85,0.0,0.0,-0.3,0.09,0.42
