Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,-1.35,,0.32
12M 2013,59.18,5.49,26.51,38.16,6.17,8.79,66.48,106.06,0.37,0.56,0.33,0.5,-3.16,-3.16,0.57
12M 2014,73.6,5.61,27.37,51.84,4.96,4.37,65.1,40.85,0.31,0.29,0.28,0.26,-4.94,-4.94,0.62
12M 2015,97.2,8.94,34.69,71.45,3.76,3.93,40.84,32.09,0.21,0.2,0.18,0.16,3.64,3.64,1.33
12M 2016,108.1,10.45,37.9,80.65,3.38,4.48,34.93,46.09,0.15,0.16,0.13,0.15,5.75,5.75,1.39
12M 2017,87.93,7.58,34.15,61.36,4.15,4.72,48.18,47.24,0.14,0.14,0.13,0.13,-13.72,-13.72,0.89
12M 2018,78.27,10.35,27.64,60.98,4.66,3.88,35.28,30.18,0.17,0.17,0.15,0.15,-3.63,-3.63,0.69
12M 2019,108.25,13.92,29.1,93.07,3.37,3.4,26.22,27.41,0.19,0.2,0.17,0.17,4.44,4.44,1.39
12M 2020,113.81,15.1,27.16,101.75,3.21,3.45,24.17,27.55,0.21,0.21,0.18,0.18,1.95,1.95,3.24
12M 2021,118.24,11.85,10.94,119.15,3.09,2.74,30.81,36.82,0.25,0.25,0.21,0.21,1.74,1.74,3.32
12M 2022,150.15,10.67,14.3,146.52,2.43,2.51,34.22,27.77,0.27,0.27,0.22,0.21,1.67,1.67,2.98
12M 2023,138.25,18.11,17.35,139.01,2.64,3.1,20.16,17.33,0.32,0.33,0.24,0.25,2.04,2.04,2.36
12M 2024,94.59,17.78,16.2,96.17,3.86,3.44,20.53,23.65,0.5,0.52,0.36,0.36,15.26,15.26,1.08
