Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,,,0.88
12M 2012,26.22,125.2,40.39,111.03,13.92,,2.92,,1.92,,1.0,,28.61,,1.09
12M 2013,40.47,120.34,39.99,120.82,9.02,6.75,3.03,2.8,1.86,1.88,1.03,0.87,42.93,42.93,1.05
12M 2014,62.13,95.77,25.15,132.75,5.87,4.81,3.81,3.68,1.95,1.95,0.97,0.9,2.12,2.17,5.33
12M 2015,66.11,90.27,10.74,145.64,5.52,4.74,4.04,3.24,1.65,1.53,0.85,0.76,2.36,2.36,4.81
12M 2016,68.96,98.94,5.83,162.07,5.29,4.77,3.69,3.7,1.39,1.39,0.77,0.76,2.65,2.65,3.06
12M 2017,81.98,129.62,18.98,192.62,4.45,4.52,2.82,2.46,1.41,1.37,0.7,0.67,1.6,1.6,3.68
12M 2018,66.83,126.73,24.06,169.5,5.46,4.64,2.88,2.68,1.75,1.53,0.82,0.75,2.13,2.13,3.08
12M 2019,71.25,133.92,18.24,186.93,5.12,4.52,2.73,2.86,1.8,1.83,0.81,0.79,1.69,1.69,4.9
12M 2020,84.13,142.35,11.94,214.54,4.34,3.76,2.56,2.31,2.02,1.89,0.78,0.72,1.76,1.76,2.89
12M 2021,91.76,129.9,13.81,207.85,3.98,7.48,2.81,3.35,1.43,1.47,0.55,0.67,-0.86,-0.86,0.37
12M 2022,43.3,120.36,19.2,144.46,8.43,6.76,3.03,3.49,1.05,1.05,0.53,0.56,2.89,2.89,2.74
12M 2023,55.54,102.67,27.75,130.46,6.57,6.39,3.56,5.26,0.7,0.72,0.45,0.49,3.82,3.82,1.74
