Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.88,0.25,1.24,2.62,0.42,0.16,1.17,0.47,1.62
12M 2012,1.09,0.37,1.31,2.69,0.0,0.0,1.25,0.49,1.69
12M 2013,1.05,0.4,1.05,2.41,0.0,0.0,1.02,0.44,1.41
12M 2014,5.33,3.52,1.79,3.0,0.0,0.0,1.44,0.6,2.0
12M 2015,4.81,2.79,1.63,2.83,0.0,0.0,1.35,0.58,1.83
12M 2016,3.06,1.87,1.72,2.86,0.0,0.0,1.53,0.6,1.86
12M 2017,3.68,2.16,1.48,2.7,0.0,0.0,1.19,0.55,1.7
12M 2018,3.08,1.64,1.4,2.64,0.0,0.0,1.15,0.53,1.64
12M 2019,4.9,2.92,1.46,2.63,0.0,0.0,1.17,0.55,1.63
12M 2020,2.89,1.65,1.57,2.75,0.0,0.0,1.4,0.57,1.75
12M 2021,0.37,0.13,-3.56,-3.09,-0.0,0.0,-3.54,1.15,-4.09
12M 2022,2.74,1.23,-1.27,-0.98,-0.0,0.0,-1.25,1.3,-1.98
12M 2023,1.74,1.11,-0.97,-0.68,-0.0,0.0,-0.97,1.43,-1.68
