Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,1.66,1127.38,1.66,1127.38,,,,,
12M 2008,0.64,1010.29,0.64,1010.29,,,,,
12M 2009,1.50,1253.35,1.50,1253.35,,,,,
12M 2010,2.18,1775.98,2.18,1775.98,,,,,
12M 2011,1.88,2023.37,1.88,2023.37,,,,,
12M 2012,1.59,2331.16,1.59,2331.16,,,,,
12M 2013,1.55,2552.48,1.55,2552.48,,,,,
12M 2014,1.93,3167.62,1.93,3167.62,,,,,
12M 2015,1.22,4097.60,1.22,4097.60,,,,,
12M 2016,1.18,4673.65,1.18,4673.65,,,,,
12M 2017,1.87,5286.83,1.87,5286.83,,,,,
12M 2018,1.52,5795.42,1.52,5795.42,,,,,
12M 2019,1.19,6569.67,1.19,6569.67,,,,,
12M 2020,1.05,5908.87,1.05,5908.87,,,,,
12M 2021,1.02,6635.24,1.02,6635.24,,,,,
12M 2022,1.27,7282.87,1.27,7282.87,,,,,
12M 2023,1.34,4025.25,1.34,4025.25,,,,,
12M 2024,1.00,4355.74,1.00,4355.74,,,,,
