Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.44,0.44,0.27,2.0,0.0,0.0,0.21,0.13,1.0
12M 2009,1.88,0.47,0.08,1.69,0.0,0.0,0.03,0.05,0.69
12M 2010,1.61,0.61,0.01,2.01,0.0,0.0,-0.31,0.0,1.01
12M 2011,1.75,0.7,0.01,1.9,0.0,0.0,-0.2,0.0,0.9
12M 2012,1.78,0.46,0.18,1.97,0.0,0.0,0.12,0.09,0.97
12M 2013,1.75,0.32,0.18,1.94,0.0,0.0,0.13,0.09,0.94
12M 2014,1.53,0.25,0.21,2.1,0.0,0.0,0.21,0.1,1.1
12M 2015,6.57,2.37,0.0,1.19,0.0,0.0,-0.05,0.0,0.19
12M 2016,5.23,2.21,0.0,1.24,0.0,0.0,-0.15,0.0,0.24
12M 2017,5.27,2.49,0.0,1.26,0.0,0.0,-0.22,0.0,0.26
12M 2018,4.3,2.58,0.0,1.32,0.0,0.0,-0.44,0.0,0.32
12M 2019,3.28,1.99,0.01,1.43,0.0,0.0,-0.52,0.01,0.43
12M 2020,2.45,1.37,0.01,1.64,0.0,0.0,-0.51,0.01,0.64
12M 2021,1.88,1.07,0.01,1.82,0.0,0.0,-0.6,0.01,0.82
12M 2022,1.69,0.94,0.02,1.94,0.0,0.0,-0.1,0.01,0.94
12M 2023,1.72,0.9,0.02,1.85,0.0,0.0,-0.07,0.01,0.85
12M 2024,1.63,0.7,0.02,1.91,0.0,0.0,-0.07,0.01,0.91
