Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,3.57 B,103.19,0.00,0.00,,8.07%,21.84%,13.30%,3.04
12M 2014,7.06 B,58.52,11.28,2.94,,7.55%,13.97%,14.16%,4.63
12M 2015,7.06 B,77.63,6.12,1.77,,7.75%,14.27%,11.69%,6.42
12M 2016,7.06 B,39.97,8.36,1.36,,3.77%,7.12%,8.57%,4.24
12M 2017,7.06 B,40.90,5.77,0.90,,3.63%,6.78%,7.20%,3.00
12M 2018,7.06 B,27.00,4.85,0.49,813.04 B,1.96%,4.03%,6.48%,1.82
12M 2019,7.06 B,18.81,9.14,0.55,863.29 B,1.39%,2.85%,5.92%,1.72
12M 2020,7.06 B,56.29,4.69,0.98,708.22 B,4.27%,7.81%,4.27%,0.98
12M 2021,7.06 B,10.99,17.83,0.75,687.28 B,0.86%,1.48%,4.33%,1.55
12M 2022,7.06 B,13.64,13.27,0.60,784.53 B,0.97%,1.65%,5.13%,1.78
12M 2023,7.06 B,19.28,9.49,0.50,814.10 B,1.46%,2.31%,4.78%,1.77
12M 2024,7.06 B,38.46,4.34,0.45,806.81 B,2.79%,4.20%,5.74%,2.40
