Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.14,0.13,2.28,4.38,1.74,0.4,2.22,0.52,3.15
12M 2012,0.21,0.18,1.98,3.56,1.47,0.41,1.93,0.55,2.56
12M 2013,0.4,0.36,1.31,2.71,0.0,0.0,1.29,0.49,1.71
12M 2014,0.61,0.55,0.72,1.85,0.0,0.0,0.64,0.39,0.85
12M 2015,0.47,0.44,0.68,1.84,0.0,0.0,0.64,0.37,0.84
12M 2016,0.64,0.61,0.8,1.89,0.0,0.0,0.79,0.42,0.88
12M 2017,0.8,0.76,0.79,1.87,0.0,0.0,0.78,0.42,0.87
12M 2018,2.54,2.31,0.97,2.05,0.0,0.0,0.95,0.47,1.05
12M 2019,2.88,2.6,1.0,2.05,0.0,0.0,0.9,0.49,1.05
12M 2020,2.57,2.37,0.78,1.83,0.0,0.0,0.66,0.43,0.83
12M 2021,2.5,2.33,0.68,1.71,0.0,0.0,0.57,0.4,0.71
12M 2022,1.56,1.38,0.62,1.7,0.0,0.0,0.54,0.37,0.7
12M 2023,1.24,1.03,0.51,1.58,0.0,0.0,0.45,0.32,0.58
12M 2024,0.86,0.75,0.42,1.51,0.0,0.0,0.39,0.28,0.51
