Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.68 B,474.18,9.70,1.73,,15.47%,20.54%,52.66%,19.90
12M 2009,3.68 B,746.65,18.35,4.77,,20.70%,25.73%,35.43%,92.84
12M 2010,3.68 B,875.98,18.21,5.27,,21.01%,24.66%,31.53%,249.94
12M 2011,3.68 B,977.10,17.45,4.52,,19.82%,22.90%,28.81%,185.26
12M 2012,3.68 B,1293.15,17.36,4.78,,20.92%,24.55%,31.76%,181.25
12M 2013,3.68 B,1361.02,14.69,3.94,,18.83%,21.83%,27.44%,118.97
12M 2014,3.68 B,1431.82,17.46,4.60,,18.25%,21.27%,24.15%,277.56
12M 2015,3.68 B,1183.48,18.86,4.62,,15.76%,18.25%,20.00%,190.52
12M 2016,3.68 B,1051.37,14.65,3.69,,12.84%,14.81%,14.04%,308.26
12M 2017,3.68 B,505.22,43.45,5.60,,6.44%,7.57%,7.16%,133.03
12M 2018,3.68 B,311.29,59.27,4.47,"2,353.67 B",4.12%,4.93%,4.36%,57.56
12M 2019,3.68 B,498.56,38.16,4.39,"3,123.19 B",6.62%,7.95%,7.99%,246.19
12M 2020,3.68 B,490.69,29.50,3.76,"3,277.99 B",6.61%,8.15%,7.99%,36.71
12M 2021,3.68 B,485.84,24.91,3.02,"3,323.88 B",6.84%,8.67%,9.28%,65.46
12M 2022,3.68 B,500.49,19.78,2.23,"3,454.64 B",7.17%,9.42%,10.51%,51.88
12M 2023,3.68 B,529.79,17.74,1.93,"3,656.50 B",6.58%,9.30%,10.57%,37.72
12M 2024,3.68 B,545.46,13.57,1.47,"3,936.38 B",6.60%,9.08%,10.51%,13.18
