Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,10.06,,3.79,,1.29,,0.89,6.4,6.4,1.79
12M 2009,39.13,92.94,25.98,106.09,9.33,8.83,3.93,4.18,1.38,1.39,0.86,0.84,2.98,2.98,3.01
12M 2010,44.25,83.77,28.97,99.05,8.25,9.2,4.36,4.3,1.44,1.46,0.78,0.76,1.81,1.81,5.55
12M 2011,43.26,64.16,24.32,83.1,8.44,7.97,5.69,5.21,1.81,1.83,0.83,0.79,1.57,1.57,6.99
12M 2012,46.35,56.61,31.79,71.17,7.87,7.28,6.45,6.0,2.22,2.22,0.85,0.8,1.42,1.42,6.03
12M 2013,48.56,53.53,36.05,66.04,7.52,7.41,6.82,6.46,2.17,2.13,0.76,0.73,1.33,1.33,6.15
12M 2014,47.36,52.51,36.51,63.36,7.71,7.41,6.95,6.1,1.86,1.73,0.72,0.72,1.56,1.56,4.93
12M 2015,53.38,58.81,42.04,70.15,6.84,6.72,6.21,6.18,1.37,1.3,0.63,0.66,1.7,1.7,4.89
12M 2016,61.06,66.72,52.99,74.79,5.98,5.76,5.47,5.14,1.08,1.07,0.53,0.53,1.37,1.37,4.53
12M 2017,64.37,68.73,59.41,73.69,5.67,5.47,5.31,5.44,0.97,0.98,0.49,0.51,1.53,1.53,3.7
12M 2018,65.48,60.82,55.8,70.5,5.57,4.97,6.0,5.88,1.03,1.05,0.54,0.56,1.81,1.81,3.14
12M 2019,68.12,65.26,61.34,72.04,5.36,5.18,5.59,5.49,1.11,1.13,0.57,0.59,1.78,1.78,3.31
12M 2020,71.65,74.82,66.98,79.49,5.09,5.22,4.88,5.02,1.0,1.01,0.52,0.53,1.75,1.75,2.92
12M 2021,63.89,77.41,69.31,71.99,5.71,5.47,4.72,4.52,1.03,1.05,0.55,0.56,2.21,2.21,2.44
12M 2022,58.55,83.18,63.92,77.81,6.23,5.8,4.39,4.29,1.12,1.1,0.63,0.65,2.97,2.97,2.14
12M 2023,54.84,86.48,54.02,87.3,6.66,6.4,4.22,4.19,1.05,1.07,,0.65,9.65,9.65,1.25
12M 2024,54.9,80.35,51.71,83.54,6.65,6.48,4.54,4.69,0.98,0.99,0.62,0.63,5.77,5.77,1.45
