Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,1.54,,5.02
12M 2014,23.16,13.3,23.7,12.76,15.76,29.46,27.45,55.98,2.84,5.05,0.91,1.8,1.98,1.98,5.79
12M 2015,22.85,12.04,20.51,14.38,15.98,15.64,30.32,33.42,2.59,2.44,0.73,0.59,0.89,0.89,12.73
12M 2016,22.86,11.28,22.44,11.7,15.96,14.97,32.37,34.1,2.49,2.3,0.62,0.6,0.95,0.95,11.09
12M 2017,28.57,11.26,25.21,14.62,12.77,12.29,32.41,36.23,1.83,1.75,0.56,0.56,1.17,1.17,7.86
12M 2018,37.13,10.22,23.85,23.5,9.83,8.54,35.7,37.53,1.46,1.41,0.55,0.54,1.29,1.29,7.75
12M 2019,45.85,9.65,28.25,27.25,7.96,7.22,37.83,37.63,1.44,1.35,0.6,0.58,1.57,1.57,5.75
12M 2020,59.8,10.94,38.39,32.35,6.1,6.13,33.37,35.9,1.39,1.37,0.57,0.56,1.35,1.35,5.46
12M 2021,37.93,10.65,35.54,13.04,9.62,8.94,34.27,33.9,1.66,1.66,0.66,0.64,1.79,1.79,4.19
12M 2022,31.04,11.99,35.04,7.99,11.76,8.51,30.44,33.72,1.32,1.23,0.59,0.59,2.2,2.2,3.82
12M 2023,47.92,12.32,31.5,28.74,7.62,6.0,29.61,31.26,1.18,1.13,0.6,0.59,1.93,1.93,4.97
12M 2024,52.92,11.67,33.3,31.29,6.9,6.78,31.28,40.46,1.21,1.17,0.63,0.6,1.86,1.86,4.74
