Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.00 B,2883886.21,0.00,0.00,,18.68%,23.60%,52.01%,31.73
12M 2014,1.38 B,374.01,0.00,0.00,,23.97%,29.66%,30.83%,41.15
12M 2015,14.55 B,38.95,61.62,16.31,,15.24%,17.74%,22.14%,57.68
12M 2016,14.55 B,47.79,53.78,15.35,,16.65%,19.71%,20.06%,61.41
12M 2017,14.55 B,46.72,38.74,10.55,,14.43%,18.36%,18.26%,57.51
12M 2018,14.55 B,42.17,37.35,8.45,914.45 B,12.06%,15.07%,17.00%,52.35
12M 2019,14.25 B,51.25,52.10,11.87,"1,102.85 B",13.09%,17.00%,19.00%,69.37
12M 2020,14.25 B,59.08,46.21,11.37,"1,294.30 B",13.21%,17.11%,20.35%,97.01
12M 2021,14.25 B,86.26,26.20,7.40,"1,862.77 B",17.91%,23.31%,28.03%,136.56
12M 2022,14.25 B,70.75,45.09,11.22,"1,574.22 B",14.57%,18.58%,21.69%,104.14
12M 2023,14.25 B,64.31,44.32,9.52,"1,483.32 B",12.48%,15.73%,18.50%,77.88
12M 2024,13.91 B,82.43,30.81,7.25,"1,820.56 B",13.90%,17.64%,21.05%,86.03
