Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.13,0.12,0.96,2.3,0.93,0.4,0.94,0.42,1.3
12M 2009,0.13,0.11,1.32,2.68,0.0,0.0,1.29,0.49,1.68
12M 2010,0.81,0.8,0.79,1.92,0.0,0.0,0.74,0.41,0.92
12M 2011,1.42,1.4,0.59,1.69,0.0,0.0,0.45,0.35,0.68
12M 2012,1.53,1.51,0.6,1.8,0.0,0.0,0.55,0.08,0.67
12M 2013,1.44,1.42,0.79,2.0,0.0,0.0,0.74,0.39,0.87
12M 2014,1.26,1.24,0.92,2.16,0.0,0.0,0.87,0.43,1.02
12M 2015,0.65,0.64,0.81,1.99,0.0,0.0,0.79,0.41,0.9
12M 2016,1.15,1.14,0.73,1.98,0.0,0.0,0.67,0.37,0.84
12M 2017,0.48,0.48,0.93,2.23,0.0,0.0,0.91,0.42,1.07
12M 2018,0.35,0.34,0.76,2.28,0.0,0.0,0.75,0.33,0.99
12M 2019,0.28,0.27,0.76,2.37,0.0,0.0,0.75,0.32,1.11
12M 2020,0.08,0.08,2.08,4.26,0.0,0.0,2.08,0.49,3.4
12M 2021,0.04,0.04,5.39,9.78,0.0,0.0,5.37,0.55,9.59
12M 2022,0.05,0.05,0.89,12.32,0.0,0.0,0.84,0.07,12.34
12M 2023,0.85,0.83,0.57,1.79,0.0,0.0,0.38,0.32,0.79
12M 2024,1.2,1.19,0.36,1.57,0.0,0.0,0.17,0.23,0.57
