Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,30 B,(11 B),19 B,44.40
12M 2009,2 B,(10 B),(8 B),-18.29
12M 2010,5 B,(8 B),(4 B),-8.89
12M 2011,1 B,(16 B),(14 B),-33.82
12M 2012,15 B,(16 B),(1 B),-2.65
12M 2013,8 B,(13 B),(5 B),-10.96
12M 2014,(23 B),(6 B),(29 B),-68.15
12M 2015,(8 B),(5 B),(13 B),-31.54
12M 2016,(17 B),(3 B),(19 B),-45.37
12M 2017,(10 B),(7 B),(17 B),-40.17
12M 2018,(6 B),(4 B),(9 B),-22.00
12M 2019,(7 B),(2 B),(8 B),-19.54
12M 2020,(18 B),(6 B),(24 B),-56.79
12M 2021,(7 B),(5 B),(12 B),-26.95
12M 2022,(75 B),(8 B),(82 B),-192.30
12M 2023,(26 B),(1 B),(27 B),-63.69
12M 2024,5 B,(2 B),3 B,7.12
