Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,6.31,5.23,0.01,1.17,0.0,0.0,-0.31,0.01,0.17
12M 2009,7.18,6.1,0.02,1.16,0.0,0.0,-0.26,0.01,0.16
12M 2010,7.61,6.36,0.01,1.14,0.0,0.0,-0.23,0.01,0.14
12M 2011,6.27,5.06,0.01,1.18,0.0,0.0,-0.16,0.01,0.18
12M 2012,6.02,4.94,0.02,1.18,0.0,0.0,-0.13,0.02,0.18
12M 2013,6.05,4.74,0.03,1.16,0.0,0.0,-0.12,0.02,0.16
12M 2014,3.61,2.78,0.05,1.3,0.0,0.0,-0.05,0.03,0.3
12M 2015,3.7,2.94,0.08,1.32,0.0,0.0,-0.01,0.06,0.32
12M 2016,3.97,3.0,0.1,1.31,0.0,0.0,0.04,0.08,0.31
12M 2017,3.6,2.57,0.15,1.36,0.0,0.0,0.08,0.11,0.36
12M 2018,3.11,2.08,0.15,1.39,0.0,0.0,0.11,0.11,0.39
12M 2019,2.89,1.99,0.15,1.45,0.0,0.0,0.12,0.1,0.45
12M 2020,2.21,1.46,0.24,1.64,0.0,0.0,0.2,0.14,0.63
12M 2021,2.13,1.25,0.26,1.69,0.0,0.0,0.23,0.15,0.69
12M 2022,2.48,1.61,0.34,1.69,0.0,0.0,-0.09,0.2,0.69
12M 2023,2.81,1.64,0.34,1.58,0.0,0.0,0.04,0.22,0.58
12M 2024,2.73,1.59,0.23,1.43,0.0,0.0,0.02,0.16,0.43
