Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.43 B,52.08,2.94,0.21,,6.28%,7.34%,18.07%,26.57
12M 2009,0.43 B,49.10,8.04,0.49,,5.75%,6.64%,7.73%,23.66
12M 2010,0.43 B,57.05,11.39,0.75,,6.32%,7.23%,9.14%,37.34
12M 2011,0.43 B,65.11,7.68,0.53,,6.60%,7.78%,9.80%,45.41
12M 2012,0.43 B,71.85,6.82,0.46,,6.75%,7.97%,10.84%,36.97
12M 2013,0.43 B,-15.66,-29.69,0.56,,-1.52%,-1.77%,-2.58%,-6.50
12M 2014,0.43 B,17.22,20.33,0.34,,1.48%,1.92%,3.00%,4.37
12M 2015,0.43 B,2.44,85.25,0.21,,0.21%,0.28%,1.33%,1.43
12M 2016,0.43 B,-12.97,-16.19,0.26,,-1.15%,-1.50%,0.00%,
12M 2017,0.43 B,-3.08,-66.88,0.26,,-0.27%,-0.36%,0.93%,0.65
12M 2018,0.43 B,-5.27,-33.97,0.25,15.18 B,-0.44%,-0.61%,1.95%,1.17
12M 2019,0.43 B,0.31,493.55,0.21,15.29 B,0.02%,0.04%,2.33%,1.33
12M 2020,0.43 B,-15.81,-10.69,0.23,18.26 B,-1.21%,-1.98%,3.38%,1.93
12M 2021,0.43 B,0.84,328.57,0.36,21.46 B,0.06%,0.10%,4.33%,1.92
12M 2022,0.43 B,158.49,4.83,1.15,65.35 B,9.76%,16.49%,14.76%,5.16
12M 2023,0.43 B,-33.04,-11.20,0.53,0.18 B,-2.23%,-3.52%,-0.99%,-0.32
12M 2024,0.43 B,-11.97,-25.56,0.39,,-0.63%,-0.89%,1.81%,0.71
