Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.00 B,-121880.24,-0.00,0.00,,-4.02%,301.27%,45.85%,1.18
12M 2012,1.00 B,23.27,0.00,0.00,,8.00%,121.04%,31.15%,2.40
12M 2013,1.18 B,39.53,46.70,6.47,,12.35%,35.07%,34.90%,3.39
12M 2014,1.18 B,49.21,42.57,5.97,,12.44%,30.39%,28.21%,3.87
12M 2015,1.18 B,47.97,40.73,4.48,,4.70%,7.64%,16.04%,5.24
12M 2016,1.18 B,12.54,164.83,3.84,,1.02%,1.74%,9.69%,2.70
12M 2017,5.90 B,12.21,34.40,3.20,,4.20%,6.91%,10.94%,2.94
12M 2018,5.90 B,9.98,41.38,2.56,272.09 B,2.33%,4.44%,8.88%,2.41
12M 2019,5.90 B,-19.39,-9.44,2.04,85.63 B,-5.12%,-11.70%,0.25%,0.05
12M 2020,5.90 B,-76.18,-2.82,2.50,99.20 B,-23.79%,-82.35%,0.19%,0.03
12M 2021,17.13 B,8.09,45.74,4.98,334.95 B,2.80%,3.61%,5.96%,4.51
12M 2022,17.13 B,0.25,1200.00,3.69,232.83 B,0.08%,0.12%,0.63%,0.64
12M 2023,17.14 B,0.71,442.25,3.51,270.69 B,0.23%,0.34%,0.76%,0.48
12M 2024,17.15 B,0.69,382.61,2.65,324.64 B,0.21%,0.31%,1.90%,1.08
