Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.13,1.37,0.13,1.5,0.0,0.0,-0.07,0.08,0.45
12M 2009,2.17,1.65,0.08,1.45,0.0,0.0,-0.17,0.05,0.39
12M 2010,1.76,1.19,0.08,1.45,0.0,0.0,-0.05,0.05,0.38
12M 2011,1.35,0.85,0.2,1.57,0.0,0.0,0.12,0.13,0.51
12M 2012,1.16,0.75,0.32,1.73,0.0,0.0,0.2,0.19,0.66
12M 2013,1.89,1.29,0.04,1.46,0.0,0.0,-0.13,0.03,0.35
12M 2014,1.33,0.89,0.16,1.57,0.0,0.0,0.02,0.1,0.46
12M 2015,1.32,0.84,0.16,1.56,0.0,0.0,0.05,0.1,0.46
12M 2016,1.51,0.95,0.11,1.54,0.0,0.0,0.01,0.07,0.43
12M 2017,1.72,1.01,0.07,1.51,0.0,0.0,0.0,0.05,0.41
12M 2018,1.48,0.87,0.08,1.56,0.0,0.0,-0.01,0.05,0.45
12M 2019,1.61,1.0,0.07,1.51,0.0,0.0,-0.0,0.05,0.41
12M 2020,1.86,1.3,0.07,1.47,0.0,0.0,-0.07,0.05,0.38
12M 2021,1.53,0.99,0.05,1.56,0.0,0.0,-0.12,0.03,0.47
12M 2022,1.68,1.09,0.04,1.55,0.0,0.0,-0.13,0.03,0.46
12M 2023,1.84,1.25,0.03,1.47,0.0,0.0,-0.17,0.02,0.38
12M 2024,1.98,1.44,0.05,1.46,0.0,0.0,-0.21,0.03,0.38
