Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.71,,6.59,,7.76,,1.29,5.33,5.33,2.13
12M 2009,43.99,50.08,44.59,49.48,8.3,7.59,7.29,8.69,7.53,7.6,1.22,1.16,4.58,4.58,2.17
12M 2010,43.66,43.74,42.05,45.35,8.36,7.62,8.34,7.67,7.44,7.04,1.22,1.14,6.6,6.6,1.76
12M 2011,42.47,49.56,38.77,53.26,8.59,7.87,7.36,6.49,5.81,4.96,1.17,1.07,10.96,10.96,1.35
12M 2012,43.7,55.65,39.7,59.65,8.35,7.71,6.56,6.21,4.56,4.25,1.04,0.95,18.24,18.24,1.16
12M 2013,44.14,56.04,47.17,53.01,8.27,6.86,6.51,5.98,4.06,3.42,1.0,0.86,4.52,4.52,1.89
12M 2014,47.75,57.77,51.93,53.59,7.64,7.08,6.32,5.94,3.78,3.68,0.91,0.86,9.57,9.57,1.33
12M 2015,50.28,63.33,53.47,60.14,7.26,6.9,5.76,5.89,3.44,3.36,0.82,0.81,10.01,10.01,1.32
12M 2016,45.46,59.53,50.2,54.79,8.03,7.21,6.13,6.2,3.6,3.57,0.88,0.87,7.78,7.78,1.51
12M 2017,46.65,61.78,50.44,57.99,7.83,7.16,5.91,5.6,3.8,3.84,0.92,0.91,6.2,6.2,1.72
12M 2018,44.63,62.81,49.83,57.61,8.18,7.36,5.81,5.73,4.37,4.41,1.0,0.97,7.89,7.89,1.48
12M 2019,46.21,63.08,51.77,57.52,7.9,7.27,5.79,6.17,4.41,4.43,0.97,0.95,7.34,7.34,1.61
12M 2020,55.8,65.05,54.98,65.87,6.54,7.02,5.61,6.49,3.37,3.36,0.76,0.77,4.99,4.99,1.86
12M 2021,44.23,53.74,48.49,49.48,8.25,7.23,6.79,6.02,4.49,4.65,0.94,0.9,6.58,6.58,1.53
12M 2022,45.71,58.88,52.26,52.33,7.99,7.2,6.2,5.62,5.78,5.85,1.05,1.01,5.85,5.85,1.68
12M 2023,48.15,62.09,52.9,57.34,7.58,8.16,5.88,6.18,5.79,5.81,0.98,0.95,5.15,5.15,1.84
12M 2024,44.96,56.58,49.82,51.72,8.12,7.89,6.45,6.48,5.75,5.65,0.94,0.91,4.33,4.33,1.98
