Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.94,1.18,0.0,1.26,0.0,0.0,-0.17,0.0,0.23
12M 2009,1.83,1.18,0.0,1.22,0.0,0.0,-0.13,0.0,0.18
12M 2010,1.93,1.34,0.0,1.22,0.0,0.0,-0.17,0.0,0.19
12M 2011,1.31,0.78,0.0,1.25,0.0,0.0,-0.1,0.0,0.22
12M 2012,0.68,0.2,0.11,1.38,0.0,0.0,0.08,0.08,0.34
12M 2013,0.45,0.24,0.28,1.51,0.0,0.0,0.2,0.18,0.47
12M 2014,0.58,0.27,0.39,1.63,0.0,0.0,0.33,0.24,0.59
12M 2015,0.8,0.32,0.69,1.91,0.0,0.0,0.66,0.36,0.87
12M 2016,1.03,0.5,0.24,1.41,0.0,0.0,0.21,0.17,0.39
12M 2017,1.84,0.96,0.22,1.38,0.0,0.0,0.21,0.16,0.35
12M 2018,1.46,0.69,0.25,1.41,0.0,0.0,0.25,0.18,0.39
12M 2019,2.85,1.59,0.31,1.46,0.0,0.0,0.29,0.21,0.43
12M 2020,3.31,2.1,0.3,1.48,0.0,0.0,0.25,0.2,0.46
12M 2021,1.58,1.07,0.28,1.47,0.0,0.0,0.09,0.19,0.45
12M 2022,3.6,2.01,0.19,1.35,0.0,0.0,0.11,0.14,0.32
12M 2023,1.83,1.09,0.18,1.31,0.0,0.0,0.09,0.14,0.29
12M 2024,2.6,1.46,0.14,1.27,0.0,0.0,-0.0,0.11,0.25
