Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,1.64,,0.64,,2.27,,0.4,0.58,0.58,5.84
12M 2009,179.12,403.6,2.41,580.31,2.04,2.03,0.9,0.95,2.41,2.23,0.51,0.5,0.78,0.78,10.2
12M 2010,218.46,414.49,11.91,621.04,1.67,1.83,0.88,0.82,2.32,2.35,0.49,0.48,0.77,0.77,3.44
12M 2011,251.43,633.47,23.62,861.28,1.45,2.04,0.58,0.55,1.75,1.8,0.36,0.39,0.56,0.56,48.05
12M 2012,396.66,963.19,17.61,1342.24,0.92,0.84,0.38,0.44,0.58,0.6,0.14,0.14,0.2,0.2,68.11
12M 2013,904.59,697.96,5.44,1597.11,0.4,0.44,0.52,0.53,0.23,0.23,0.06,0.06,0.1,0.1,158.12
12M 2014,1223.63,6321.3,21.11,7523.82,0.3,0.36,0.06,0.06,0.15,0.15,0.04,0.04,0.06,0.06,238.31
12M 2015,947.76,5989.17,6.75,6930.18,0.39,0.38,0.06,0.06,0.15,0.16,0.04,0.05,0.07,0.07,161.03
12M 2016,12270.54,292504.38,145.49,304629.43,0.03,0.03,,,0.01,0.01,,,,,208.43
12M 2017,311.79,2858.6,1.55,3168.84,1.17,1.06,0.13,0.13,0.33,0.34,0.1,0.1,0.15,0.15,194.44
12M 2018,830.15,9018.93,,9849.08,0.44,0.37,0.04,0.04,0.1,0.1,0.03,0.03,0.04,0.04,2726.45
12M 2019,11903.86,153997.49,,165901.35,0.03,0.03,,,0.01,0.01,,,,,612.43
12M 2020,459.53,4573.93,76.93,4956.53,0.79,0.79,0.08,0.08,0.17,0.18,0.05,0.05,0.09,0.09,4.65
