Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,,,0.0
12M 2008,,,,,,,,,15.08,12.83,0.22,0.26,,,0.0
12M 2009,,,,,,,,,7.79,7.93,0.2,0.19,,,0.0
12M 2010,,,,,,,,,7.73,8.05,0.19,0.18,,,0.0
12M 2011,,,,,,,,,7.23,6.27,0.21,0.24,,,0.0
12M 2012,,,,,,,,,6.67,6.94,0.25,0.3,,,0.0
12M 2013,,,,,,,,,9.14,9.83,0.32,0.29,,,0.0
12M 2014,,,,,,,,,12.88,12.84,0.33,0.31,,,0.0
12M 2015,,,,,,,,,17.08,18.17,0.3,0.28,,,0.0
12M 2016,,,,,,,,,24.46,27.29,0.28,0.26,,,0.0
12M 2017,,,,,,,,,26.83,24.75,0.17,0.17,,,0.0
12M 2018,,,,,,,,,32.03,35.69,0.15,0.2,,,0.0
12M 2019,,,,,,,,,41.35,47.59,0.15,0.18,,,0.0
12M 2020,,,,,,,,,13.66,8.28,0.15,0.15,,,0.0
12M 2021,,,,,,,,,9.01,9.8,0.21,0.19,,,0.0
12M 2022,,,,,,,,,23.64,27.51,0.36,0.26,,,0.0
12M 2023,,,,,,,,,71.52,68.66,0.29,0.23,,,0.0
12M 2024,,,,,,,,,76.74,67.2,0.28,0.25,,,0.0
