Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2007,(266 B),(6 B),(272 B),-72.81
12M 2008,523 B,(18 B),505 B,0.00
12M 2009,(116 B),(6 B),(122 B),-33.25
12M 2010,210 B,(8 B),203 B,57.58
12M 2011,176 B,(14 B),162 B,44.20
12M 2012,(174 B),(8 B),(182 B),-47.70
12M 2013,(236 B),(9 B),(245 B),-34.41
12M 2014,(140 B),(7 B),(147 B),-19.73
12M 2015,(151 B),(7 B),(158 B),0.00
12M 2016,196 B,(3 B),193 B,27.50
12M 2017,(37 B),(8 B),(45 B),0.00
12M 2018,(238 B),(3 B),(241 B),-33.86
12M 2019,183 B,(2 B),181 B,25.47
12M 2020,167 B,(7 B),160 B,22.80
12M 2021,168 B,(25 B),143 B,0.00
12M 2022,(37 B),(6 B),(43 B),-5.15
12M 2023,(422 B),(4 B),(426 B),-59.37
12M 2024,(354 B),(12 B),(366 B),-51.45
