Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,2.14,121.04,2.14,121.04,,,,,
12M 2008,0.95,104.46,0.95,104.46,,,,,
12M 2009,1.49,99.06,1.49,99.06,,,,,
12M 2010,0.93,100.51,0.93,100.51,,,,,
12M 2011,0.73,100.97,0.74,99.82,,,,,
12M 2012,1.56,65.89,1.59,64.85,,,,,
12M 2013,0.79,74.92,0.79,74.29,,,,,
12M 2014,0.89,76.10,0.90,75.58,,,,,
12M 2015,0.61,83.45,0.62,82.89,,,,,
12M 2016,0.77,89.98,0.77,89.53,,,,,
12M 2017,1.52,97.97,1.57,95.08,,,,,
12M 2018,1.11,111.41,1.14,108.91,,,,,
12M 2019,1.22,120.57,1.24,118.63,,,,,
12M 2020,0.81,115.64,0.82,114.02,,,,,
12M 2021,2.92,123.35,3.01,119.69,,,,,
12M 2022,1.52,148.47,1.56,145.30,,,,,
12M 2023,1.72,171.27,1.75,167.62,,,,,
12M 2024,1.78,208.15,1.81,204.87,,,,,
