Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.39,1.33,0.58,2.06,0.0,0.0,0.33,0.28,1.04
12M 2009,1.53,1.48,0.58,2.2,0.0,0.0,-0.01,0.26,1.2
12M 2010,1.6,1.51,0.43,1.9,0.0,0.0,0.05,0.23,0.89
12M 2011,1.65,1.56,0.54,2.15,0.0,0.0,0.19,0.25,1.12
12M 2012,1.37,1.31,0.5,2.13,0.0,0.0,0.04,0.23,1.12
12M 2013,1.6,1.53,0.4,1.94,0.0,0.0,-0.18,0.21,0.92
12M 2014,1.62,1.54,0.19,1.66,0.0,0.0,-0.22,0.12,0.65
12M 2015,1.44,1.35,0.31,1.69,0.0,0.0,-0.05,0.18,0.68
12M 2016,1.49,1.38,0.21,1.48,0.0,0.0,-0.05,0.14,0.46
12M 2017,1.35,1.3,0.24,1.59,0.0,0.0,-0.05,0.15,0.59
12M 2018,1.49,1.41,0.27,1.72,0.0,0.0,0.05,0.15,0.71
12M 2019,1.48,1.39,0.33,1.9,0.0,0.0,0.09,0.17,0.9
12M 2020,1.64,1.53,0.49,2.02,0.0,0.0,0.16,0.24,1.02
12M 2021,1.74,1.61,0.32,1.92,0.0,0.0,0.01,0.16,0.92
12M 2022,1.48,1.36,0.35,2.15,0.0,0.0,-0.05,0.16,1.15
12M 2023,1.44,1.34,0.3,2.17,0.0,0.0,-0.17,0.14,1.17
12M 2024,1.31,1.21,0.25,2.17,0.0,0.0,-0.35,0.12,1.17
