Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.14 B,153.22,13.43,0.59,,4.89%,11.76%,26.07%,2.35
12M 2009,0.14 B,161.60,23.82,0.99,,4.40%,12.41%,16.28%,1.95
12M 2010,0.14 B,274.98,37.36,2.49,,6.89%,18.84%,20.07%,3.03
12M 2011,0.14 B,290.06,39.17,2.31,,6.22%,17.20%,24.82%,3.37
12M 2012,0.69 B,71.84,12.51,0.74,,6.43%,17.96%,27.65%,3.77
12M 2013,0.69 B,-13.52,-43.20,0.42,,-0.83%,-3.28%,6.29%,0.79
12M 2014,0.69 B,76.68,11.80,0.50,,3.97%,15.51%,19.93%,2.23
12M 2015,0.76 B,-15.46,-60.67,0.56,,-0.64%,-1.50%,7.14%,0.96
12M 2016,0.98 B,12.35,89.07,0.79,,0.58%,1.23%,7.83%,1.22
12M 2017,0.98 B,-176.11,-7.04,0.93,,-8.78%,-21.20%,-10.36%,-1.89
12M 2018,0.98 B,-34.35,-34.93,0.89,190.78 B,-1.37%,-3.18%,4.57%,0.76
12M 2019,0.98 B,-163.35,-6.31,0.83,110.82 B,-7.07%,-17.92%,-4.22%,-0.68
12M 2020,0.98 B,-169.06,-7.10,1.05,33.18 B,-8.42%,-22.71%,-8.48%,-1.17
12M 2021,0.98 B,-191.87,-6.25,1.12,35.34 B,-9.30%,-23.59%,-10.13%,-1.53
12M 2022,0.98 B,-137.38,-7.79,0.99,94.63 B,-7.19%,-20.20%,-5.58%,-0.89
12M 2023,0.98 B,-85.27,-11.49,0.96,147.59 B,-4.85%,-14.22%,-1.67%,-0.29
12M 2024,0.98 B,-21.06,-33.24,0.67,166.97 B,-0.94%,-2.33%,1.28%,0.26
