Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.87,,5.78,,2.49,,1.1,3.77,3.77,2.33
12M 2009,81.55,51.73,48.8,84.48,4.48,4.49,7.06,6.09,2.59,2.55,1.14,1.09,5.59,5.59,1.51
12M 2010,88.74,59.91,58.03,90.62,4.11,4.27,6.09,5.69,2.47,2.4,1.07,1.06,7.76,7.76,1.33
12M 2011,72.38,59.21,58.35,73.24,5.04,5.06,6.16,5.63,2.33,2.14,1.14,1.1,248.69,248.69,1.01
12M 2012,58.87,58.08,61.46,55.49,6.2,5.91,6.28,5.75,2.19,2.04,1.18,1.11,-92.75,-92.75,0.97
12M 2013,56.06,60.93,67.07,49.92,6.51,6.39,5.99,5.24,1.8,1.66,1.01,0.92,-9.07,-9.07,0.81
12M 2014,55.79,58.94,59.49,55.24,6.54,5.79,6.19,5.52,1.85,1.78,1.02,0.97,48.58,48.58,1.05
12M 2015,66.66,67.03,60.4,73.29,5.48,5.18,5.45,5.25,1.33,1.35,0.81,0.8,,17.7,1.14
12M 2016,72.09,69.39,57.24,84.24,5.06,4.53,5.26,4.85,1.14,1.17,0.7,0.66,6.29,6.29,1.39
12M 2017,84.96,70.91,54.54,101.33,4.3,4.17,5.15,5.26,1.13,1.17,0.65,0.67,20.25,20.25,1.1
12M 2018,84.9,78.8,63.17,100.53,4.3,4.31,4.63,4.1,1.0,0.98,0.6,0.57,-99.34,-99.34,0.98
12M 2019,80.71,85.66,72.72,93.65,4.52,4.97,4.26,4.52,0.81,0.82,0.52,0.52,-6.98,-6.98,0.79
12M 2020,67.27,70.04,69.04,68.27,5.43,5.7,5.21,5.45,0.86,0.88,0.53,0.55,-3.96,-3.96,0.62
12M 2021,62.53,57.27,63.99,55.81,5.84,5.9,6.37,6.64,0.82,0.83,0.53,0.55,-4.23,-4.23,0.62
12M 2022,61.68,57.73,55.45,63.96,5.92,5.94,6.32,5.97,0.76,0.78,0.54,0.56,-8.64,-8.64,0.76
12M 2023,63.34,60.13,49.33,74.14,5.76,5.77,6.07,6.46,0.77,0.81,0.56,0.58,50.0,50.0,1.05
12M 2024,59.8,60.43,45.0,75.23,6.1,5.78,6.04,5.61,0.69,0.69,0.53,0.52,28.33,28.33,1.1
