Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.33,1.76,0.79,2.4,0.0,0.0,0.55,0.33,1.29
12M 2009,1.51,1.15,1.02,2.82,0.0,0.0,0.75,0.36,1.7
12M 2010,1.33,0.98,1.08,2.74,0.0,0.0,0.87,0.39,1.62
12M 2011,1.01,0.69,1.06,2.77,0.0,0.0,0.89,0.38,1.67
12M 2012,0.97,0.64,1.09,2.79,0.0,0.0,0.93,0.39,1.7
12M 2013,0.81,0.55,1.97,3.95,0.0,0.0,1.71,0.5,2.88
12M 2014,1.05,0.71,2.14,3.91,0.0,0.0,1.82,0.55,2.84
12M 2015,1.14,0.75,0.86,2.33,0.0,0.0,0.75,0.37,1.27
12M 2016,1.39,0.97,0.73,2.13,0.0,0.0,0.55,0.34,1.08
12M 2017,1.1,0.74,0.98,2.42,0.0,0.0,0.9,0.41,1.37
12M 2018,0.98,0.62,0.81,2.33,0.0,0.0,0.71,0.35,1.26
12M 2019,0.79,0.5,0.95,2.54,0.0,0.0,0.89,0.38,1.47
12M 2020,0.62,0.39,1.01,2.7,0.0,0.0,0.93,0.38,1.64
12M 2021,0.62,0.38,0.86,2.54,0.0,0.0,0.83,0.34,1.47
12M 2022,0.76,0.45,1.11,2.81,0.0,0.0,1.07,0.4,1.73
12M 2023,1.05,0.67,1.29,2.93,0.0,0.0,1.21,0.0,1.84
12M 2024,1.1,0.65,0.96,2.47,0.0,0.0,0.92,0.39,1.36
