Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(10 B),(11 B),(21 B),-20.38
12M 2009,13 B,(6 B),7 B,6.65
12M 2010,20 B,(45 B),(25 B),-24.62
12M 2011,(4 B),(78 B),(82 B),-80.87
12M 2012,(14 B),(42 B),(56 B),-55.58
12M 2013,(29 B),(10 B),(39 B),-38.74
12M 2014,8 B,(2 B),6 B,5.85
12M 2015,16 B,(13 B),3 B,3.00
12M 2016,18 B,(11 B),7 B,6.56
12M 2017,(17 B),(17 B),(33 B),-33.20
12M 2018,29 B,(15 B),14 B,13.81
12M 2019,18 B,(14 B),4 B,4.44
12M 2020,31 B,(7 B),24 B,24.06
12M 2021,(6 B),(5 B),(11 B),-10.60
12M 2022,23 B,(4 B),20 B,19.45
12M 2023,8 B,(2 B),6 B,5.64
12M 2024,(3 B),(2 B),(5 B),-5.28
