Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.9,,1.58,,1.98,,0.59,2.18,2.18,2.35
12M 2009,93.32,175.46,34.29,234.49,3.91,3.66,2.08,2.19,2.32,2.4,0.69,0.7,2.34,2.34,2.78
12M 2010,110.09,150.67,31.71,229.05,3.32,3.4,2.42,2.41,2.33,2.38,0.7,0.7,3.06,3.06,1.76
12M 2011,109.46,117.14,37.78,188.82,3.33,3.23,3.12,2.95,2.43,2.27,0.78,0.76,4.81,4.81,1.48
12M 2012,112.29,133.94,64.8,181.43,3.25,3.28,2.73,2.49,2.37,2.21,0.8,0.77,7.16,7.16,1.24
12M 2013,116.17,143.68,74.88,184.97,3.14,3.0,2.54,2.64,2.44,2.43,0.83,0.83,9.28,9.28,1.19
12M 2014,170.04,179.77,82.78,267.03,2.15,2.25,2.03,2.15,1.89,1.93,0.63,0.65,5.82,5.82,1.24
12M 2015,198.23,202.16,73.58,326.81,1.84,1.84,1.81,1.84,1.72,1.75,0.57,0.57,4.96,4.96,1.26
12M 2016,222.19,228.1,66.01,384.28,1.64,1.65,1.6,1.61,1.57,1.6,0.51,0.52,4.2,4.2,1.27
12M 2017,220.95,241.09,63.6,398.44,1.65,1.66,1.51,1.46,1.57,1.58,0.5,0.5,3.25,3.25,1.35
12M 2018,165.44,224.06,51.41,338.09,2.21,2.39,1.63,1.59,1.74,1.75,0.56,0.57,7.34,7.34,1.16
12M 2019,96.82,214.26,45.84,265.24,3.77,4.74,1.7,1.62,2.0,2.01,0.68,0.69,6.79,6.79,1.19
12M 2020,59.67,225.06,46.98,237.75,6.12,6.71,1.62,1.66,2.1,2.12,0.72,0.73,10.12,10.12,1.12
12M 2021,42.91,223.99,40.96,225.94,8.51,8.93,1.63,1.55,2.53,2.59,0.81,0.8,8.04,8.04,1.17
12M 2022,48.19,222.37,40.42,230.14,7.57,6.35,1.64,1.66,2.72,2.81,0.82,0.82,9.06,9.06,1.15
12M 2023,66.44,212.49,43.52,235.41,5.49,4.7,1.72,1.81,2.78,2.87,0.8,0.8,145.51,145.51,1.01
12M 2024,88.29,208.75,41.06,255.98,4.13,3.86,1.75,1.75,2.89,2.97,0.77,0.77,3.0,3.0,1.53
