Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,0.00 B,345056.02,0.00,0.00,,16.32%,49.14%,70.05%,175.92
12M 2011,2.09 B,33.75,12.00,1.07,,9.60%,32.23%,47.73%,17.92
12M 2012,2.09 B,41.94,17.41,1.51,,11.01%,36.33%,46.09%,12.63
12M 2013,2.09 B,52.57,15.60,1.30,,11.97%,36.31%,56.74%,16.25
12M 2014,2.09 B,52.88,23.64,1.72,,10.17%,29.81%,51.78%,14.39
12M 2015,2.09 B,56.60,19.96,1.45,,9.23%,26.48%,51.89%,10.02
12M 2016,2.09 B,58.06,16.28,1.11,,7.35%,19.32%,42.90%,11.79
12M 2017,2.09 B,62.61,14.37,0.91,,6.85%,20.10%,41.24%,9.00
12M 2018,2.09 B,11.95,59.41,0.67,494.18 B,1.24%,3.81%,32.31%,7.67
12M 2019,2.09 B,-66.66,-9.30,0.59,519.55 B,-8.63%,-31.67%,42.55%,7.50
12M 2020,2.09 B,-42.24,-6.39,0.46,90.28 B,-5.94%,-25.51%,4.12%,0.70
12M 2021,2.09 B,16.17,28.94,0.69,347.25 B,2.14%,8.78%,35.29%,8.25
12M 2022,2.09 B,60.68,6.86,0.50,518.36 B,7.51%,24.79%,48.53%,24.56
12M 2023,2.09 B,100.24,8.98,0.85,676.77 B,10.90%,29.24%,52.67%,43.32
12M 2024,2.09 B,179.97,10.56,1.45,933.11 B,14.14%,34.52%,53.54%,45.28
