Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2010,177 B,(45 B),132 B,685240.69
12M 2011,174 B,(33 B),142 B,67.89
12M 2012,187 B,(38 B),149 B,71.41
12M 2013,242 B,(72 B),171 B,81.72
12M 2014,262 B,(113 B),149 B,71.37
12M 2015,230 B,(66 B),164 B,78.63
12M 2016,338 B,(225 B),114 B,54.43
12M 2017,362 B,(87 B),275 B,131.89
12M 2018,380 B,(99 B),281 B,134.77
12M 2019,375 B,(35 B),340 B,162.69
12M 2020,248 B,(18 B),230 B,110.17
12M 2021,322 B,(10 B),312 B,149.49
12M 2022,321 B,(52 B),269 B,129.13
12M 2023,404 B,(90 B),314 B,150.50
12M 2024,883 B,(121 B),763 B,365.39
