Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.93,1.89,0.0,3.41,0.0,0.0,-0.78,0.0,1.46
12M 2010,2.1,2.06,0.0,3.01,0.0,0.0,-0.92,0.0,1.17
12M 2011,2.17,2.13,1.0,3.36,0.0,0.0,0.14,0.3,1.84
12M 2012,1.74,1.69,0.84,3.3,0.0,0.0,0.1,0.25,1.84
12M 2013,1.53,1.47,0.62,3.03,0.0,0.0,0.22,0.21,1.68
12M 2014,1.67,1.62,0.69,2.93,0.0,0.0,0.28,0.23,1.61
12M 2015,2.23,2.19,0.69,2.87,0.0,0.0,0.34,0.24,1.62
12M 2016,2.23,2.2,0.64,2.63,0.0,0.0,0.47,0.24,1.36
12M 2017,1.33,1.31,0.78,2.93,0.0,0.0,0.57,0.27,1.7
12M 2018,1.25,1.22,0.76,3.07,0.0,0.0,0.45,0.25,1.8
12M 2019,0.81,0.79,0.75,3.67,0.0,0.0,0.15,0.2,2.33
12M 2020,0.63,0.62,0.91,4.3,0.0,0.0,0.12,0.21,2.98
12M 2021,0.83,0.81,0.49,4.1,0.0,0.0,-0.62,0.12,2.58
12M 2022,1.01,0.98,0.22,3.3,0.0,0.0,-0.47,0.07,1.81
12M 2023,1.34,1.31,0.16,2.68,0.0,0.0,-0.47,0.06,1.24
12M 2024,2.23,2.2,0.15,2.44,0.0,0.0,-1.21,0.06,0.95
