Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.28 B,78.27,5.56,0.11,,4.96%,19.47%,68.54%,3.70
12M 2009,3.28 B,493.04,4.56,0.51,,30.27%,55.21%,64.86%,10.19
12M 2010,16.40 B,135.37,13.59,2.00,,34.06%,49.79%,64.20%,50.19
12M 2011,16.40 B,143.64,14.97,1.96,,26.62%,38.23%,48.81%,47.76
12M 2012,16.40 B,163.68,22.30,2.81,,21.74%,32.91%,39.63%,28.93
12M 2013,16.40 B,154.34,21.87,2.16,,16.10%,25.48%,30.36%,24.12
12M 2014,16.40 B,106.52,35.49,2.13,,8.37%,15.99%,15.90%,8.33
12M 2015,16.40 B,112.02,23.21,1.42,,7.44%,14.64%,19.72%,5.43
12M 2016,16.40 B,135.42,22.82,1.32,,9.17%,15.71%,23.47%,6.83
12M 2017,16.40 B,152.32,19.70,1.00,,10.19%,15.92%,19.50%,7.49
12M 2018,16.40 B,277.74,26.01,2.20,"7,391.91 B",16.47%,23.51%,30.62%,12.64
12M 2019,16.40 B,221.65,29.33,1.82,"5,802.80 B",12.38%,17.26%,20.96%,11.01
12M 2020,16.40 B,234.30,27.85,2.52,"6,164.64 B",12.33%,16.47%,20.56%,11.59
12M 2021,16.40 B,220.82,26.95,1.89,"6,080.28 B",10.22%,14.41%,18.48%,15.02
12M 2022,16.40 B,178.58,31.64,1.63,"5,379.72 B",7.35%,11.13%,13.90%,9.48
12M 2023,16.40 B,141.39,35.54,1.34,"5,117.26 B",5.66%,8.58%,12.27%,5.24
12M 2024,16.40 B,226.43,21.02,1.16,"7,596.08 B",8.68%,12.26%,18.70%,8.18
