Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,15.28,,6.75,,8.23,,2.47,18.25,18.25,1.31
12M 2009,20.14,47.19,20.66,46.67,18.13,17.63,7.74,7.58,8.71,8.67,2.77,2.73,9.86,9.86,1.82
12M 2010,21.16,50.44,24.02,47.58,17.25,19.3,7.24,7.96,8.34,8.17,2.54,2.47,5.36,5.36,2.93
12M 2011,22.8,50.64,18.0,55.44,16.01,13.87,7.21,6.25,7.0,5.99,2.34,2.15,4.89,4.89,3.33
12M 2012,26.94,61.91,17.83,71.02,13.55,12.72,5.9,4.94,5.47,4.89,2.01,1.77,4.25,4.25,3.31
12M 2013,30.55,65.93,21.82,74.66,11.95,11.3,5.54,5.21,4.67,4.14,1.83,1.71,3.95,3.95,3.79
12M 2014,35.45,61.12,22.1,74.47,10.3,9.55,5.97,5.74,3.77,3.34,1.59,1.45,5.26,5.26,2.24
12M 2015,37.32,71.54,29.64,79.22,9.78,9.56,5.1,5.13,2.98,2.72,1.32,1.26,4.77,4.77,2.11
12M 2016,25.35,60.73,21.45,64.63,14.4,16.2,6.01,5.62,3.42,3.39,1.57,1.55,5.88,5.88,2.17
12M 2017,17.28,45.74,9.69,53.33,21.12,20.42,7.98,7.74,4.44,4.48,2.03,2.02,7.41,7.41,2.32
12M 2018,17.38,48.26,10.05,55.59,21.01,20.37,7.56,7.43,4.76,4.67,2.07,1.99,5.76,5.76,2.98
12M 2019,18.12,42.88,8.97,52.03,20.15,19.37,8.51,8.37,4.65,4.41,2.06,2.01,7.23,7.23,2.56
12M 2020,20.97,60.78,11.76,69.99,17.41,17.46,6.01,6.06,3.04,2.96,1.41,1.36,5.2,5.2,2.53
12M 2021,12.3,55.93,11.49,56.74,29.67,30.99,6.53,5.81,3.36,3.24,1.55,1.47,6.56,6.56,2.01
12M 2022,11.12,62.38,11.49,62.01,32.83,32.82,5.85,5.2,3.36,3.25,1.51,1.43,7.18,7.18,1.78
12M 2023,10.45,62.61,12.29,60.77,34.93,30.36,5.83,5.86,3.49,3.47,1.52,1.49,8.56,8.56,1.65
12M 2024,10.33,59.73,11.62,58.44,35.35,32.51,6.11,5.93,3.9,3.96,1.61,1.57,5.29,5.29,2.48
