Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.49,0.29,14.53,19.59,0.0,0.0,14.18,0.74,18.59
12M 2014,0.5,0.29,12.94,17.71,0.0,0.0,12.78,0.73,16.71
12M 2015,0.54,0.33,8.75,12.43,0.0,0.0,8.51,0.7,11.43
12M 2016,0.46,0.31,22.75,32.22,0.0,0.0,21.92,0.71,31.22
12M 2017,0.56,0.37,-89.53,-165.75,-0.0,0.0,-87.41,0.54,-166.75
12M 2018,0.58,0.33,-68.94,-136.42,-0.0,0.0,-67.31,0.51,-137.42
12M 2019,0.53,0.28,-10.36,-18.06,-0.0,0.0,-9.88,0.57,-19.06
12M 2020,0.28,0.13,-3.3,-4.8,-0.0,0.0,-3.25,0.69,-5.8
12M 2021,0.34,0.19,-1.92,-3.05,-0.0,0.0,-1.92,0.63,-4.05
12M 2022,0.35,0.2,-1.45,-2.69,-0.0,0.0,-1.43,0.54,-3.69
12M 2023,0.27,0.14,-0.94,-1.55,-0.0,0.0,-0.94,0.61,-2.55
