Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,,,0.49
12M 2014,65.49,67.63,31.34,101.78,5.57,,5.4,,,,1.12,,-2.57,,0.5
12M 2015,64.62,71.36,31.11,104.87,5.65,,5.11,,3.8,,1.07,,-2.58,,0.54
12M 2016,73.35,70.74,49.76,94.33,4.98,,5.16,,1.65,,0.89,,-1.71,,0.46
12M 2017,73.5,72.32,53.92,91.9,4.97,9.9,5.05,9.18,1.3,2.25,0.76,1.36,-2.26,-2.26,0.56
12M 2018,62.84,71.99,46.54,88.29,5.81,5.09,5.07,4.45,1.47,1.42,0.88,0.82,-2.99,-2.99,0.58
12M 2019,65.84,83.53,52.92,96.45,5.54,5.73,4.37,4.57,1.38,1.42,0.83,0.86,-2.6,-2.6,0.53
12M 2020,91.65,118.82,55.54,154.93,3.98,5.58,3.07,3.32,0.74,0.74,0.48,0.5,-0.63,-0.63,0.28
12M 2021,61.44,70.55,51.0,80.99,5.94,4.76,5.17,4.98,1.43,1.47,0.89,0.86,-1.01,-1.01,0.34
12M 2022,57.64,64.53,52.05,70.12,6.33,5.73,5.66,5.18,2.12,2.12,1.16,1.1,-1.31,-1.31,0.35
12M 2023,61.8,80.41,45.37,96.84,5.91,7.28,4.54,5.24,1.69,1.81,0.92,1.02,-0.91,-0.91,0.27
