Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.32 B,79.48,1.43,0.23,,4.76%,26.56%,31.97%,1.71
12M 2009,1.32 B,81.59,3.02,0.48,,5.25%,22.86%,16.73%,1.71
12M 2010,1.32 B,100.12,5.29,0.82,,4.24%,22.72%,16.47%,1.71
12M 2011,1.32 B,136.05,6.47,1.00,,4.77%,24.88%,17.51%,1.66
12M 2012,1.32 B,164.53,3.65,0.62,,5.37%,24.54%,16.71%,1.80
12M 2013,1.32 B,195.42,3.53,0.64,,6.53%,23.00%,16.52%,2.09
12M 2014,1.32 B,227.54,4.31,0.84,,6.27%,21.52%,16.69%,2.22
12M 2015,1.32 B,186.09,4.68,0.68,,5.37%,15.46%,15.44%,1.83
12M 2016,1.32 B,192.67,3.94,0.68,,7.17%,14.08%,14.89%,2.26
12M 2017,1.32 B,251.27,5.81,1.36,,10.35%,17.21%,17.49%,3.92
12M 2018,2.65 B,125.79,7.04,1.59,607.26 B,9.20%,16.18%,16.94%,4.34
12M 2019,2.65 B,142.30,9.14,1.97,726.51 B,7.98%,16.55%,16.76%,3.77
12M 2020,2.65 B,65.81,15.04,1.68,474.44 B,4.14%,7.47%,9.85%,2.13
12M 2021,2.65 B,183.11,5.95,1.62,839.30 B,9.08%,17.56%,16.75%,4.30
12M 2022,2.65 B,248.50,6.66,1.98,"1,150.23 B",10.03%,20.35%,18.59%,4.13
12M 2023,2.65 B,159.59,18.30,3.50,893.96 B,6.35%,12.45%,12.66%,2.70
12M 2024,2.68 B,192.64,24.09,5.24,962.88 B,7.71%,13.24%,13.39%,3.96
