Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.78,460.02,0.82,436.99,,,,,
12M 2009,0.58,500.79,0.60,483.91,,,,,
12M 2010,0.49,525.92,0.50,515.17,,,,,
12M 2011,0.47,582.46,0.48,573.30,,,,,
12M 2012,0.72,681.37,0.72,677.15,,,,,
12M 2013,0.66,734.92,0.66,732.21,,,,,
12M 2014,1.20,789.89,1.20,788.57,,,,,
12M 2015,0.48,922.41,0.48,915.97,,,,,
12M 2016,0.76,498.36,0.78,486.87,,,,,
12M 2017,0.37,767.61,0.38,759.32,,,,,
12M 2018,0.31,807.24,0.31,801.75,,,,,
12M 2019,0.37,836.29,0.37,833.73,,,,,
12M 2020,0.34,900.23,0.34,899.63,,,,,
12M 2021,0.29,1020.66,0.29,1020.51,,,,,
12M 2022,0.51,1059.39,0.51,1057.26,,,,,
12M 2023,0.63,1112.30,0.63,1105.13,,,,,
12M 2024,0.38,1211.36,0.38,1201.57,,,,,
