Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,0.00 B,435423.14,0.00,0.00,,16.94%,21.70%,30.81%,105.45
12M 2011,2.90 B,88.07,11.35,0.42,,8.72%,11.92%,24.06%,10.61
12M 2012,2.90 B,149.28,19.76,0.66,,11.14%,16.83%,26.20%,12.28
12M 2013,2.90 B,120.22,8.32,0.23,,6.97%,12.69%,20.16%,5.79
12M 2014,2.90 B,72.94,14.94,0.22,,3.46%,7.14%,15.89%,2.62
12M 2015,2.90 B,77.94,6.99,0.08,,2.90%,7.20%,14.45%,3.08
12M 2016,2.90 B,90.95,6.60,0.08,,3.55%,7.88%,15.49%,3.46
12M 2017,2.90 B,117.05,6.28,0.09,,3.83%,9.36%,16.41%,4.20
12M 2018,3.19 B,266.49,8.26,0.20,"1,618.90 B",6.70%,18.11%,34.84%,4.37
12M 2019,3.19 B,92.50,19.41,0.17,904.48 B,3.03%,6.12%,15.43%,2.38
12M 2020,3.19 B,191.85,11.47,0.21,"1,773.59 B",5.46%,11.31%,19.70%,5.77
12M 2021,15.95 B,63.47,9.45,0.22,"2,124.83 B",8.90%,16.49%,25.22%,8.52
12M 2022,15.95 B,63.50,6.17,0.13,"2,438.32 B",5.94%,15.02%,23.70%,6.19
12M 2023,15.95 B,51.79,8.23,0.11,"2,756.17 B",4.04%,11.28%,20.33%,3.07
12M 2024,15.95 B,64.74,6.24,0.10,"3,276.38 B",4.74%,12.69%,20.29%,3.28
