Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,3.08,2.29,0.12,1.46,0.0,0.0,0.08,0.08,0.45
12M 2010,4.53,2.96,0.18,1.28,0.0,0.0,0.12,0.14,0.27
12M 2011,2.91,1.87,0.21,1.37,0.0,0.0,0.18,0.16,0.37
12M 2012,2.24,1.26,0.24,1.51,0.0,0.0,0.15,0.16,0.51
12M 2013,1.72,0.88,0.43,1.82,0.0,0.0,0.4,0.23,0.82
12M 2014,1.48,0.8,0.53,2.07,0.0,0.0,0.47,0.26,1.05
12M 2015,1.24,0.66,0.51,2.49,0.0,0.0,0.47,0.21,1.46
12M 2016,1.31,0.75,0.27,2.22,0.0,0.0,0.09,0.12,1.2
12M 2017,1.32,0.65,0.48,2.45,0.0,0.0,0.38,0.2,1.42
12M 2018,1.3,0.42,0.91,2.7,0.0,0.0,0.86,0.34,1.67
12M 2019,1.5,0.7,0.56,2.02,0.0,0.0,0.44,0.28,0.99
12M 2020,1.47,0.83,0.35,2.07,0.0,0.0,-0.02,0.17,1.02
12M 2021,1.55,0.63,0.27,1.85,0.0,0.0,0.18,0.14,0.8
12M 2022,1.24,0.57,0.59,2.53,0.0,0.0,0.43,0.23,1.46
12M 2023,1.26,0.48,0.7,2.79,0.0,0.0,0.46,0.25,1.68
12M 2024,1.22,0.57,0.6,2.68,0.0,0.0,0.38,0.22,1.56
