Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.65,1.31,1.49,2.93,0.0,0.0,1.17,0.51,1.93
12M 2009,1.27,0.94,0.75,2.19,0.0,0.0,0.64,0.34,1.19
12M 2010,1.66,1.29,0.31,1.53,0.0,0.0,0.16,0.21,0.53
12M 2011,1.47,1.13,0.21,1.46,0.0,0.0,0.06,0.14,0.45
12M 2012,1.4,0.96,0.2,1.45,0.0,0.0,0.14,0.14,0.45
12M 2013,0.64,0.46,0.42,1.7,0.0,0.0,0.38,0.25,0.7
12M 2014,0.6,0.41,0.62,1.96,0.0,0.0,0.59,0.32,0.96
12M 2015,0.65,0.51,0.71,2.05,0.0,0.0,0.63,0.34,1.05
12M 2016,0.46,0.35,1.02,2.45,0.0,0.0,0.98,0.42,1.45
12M 2017,0.54,0.38,1.16,2.73,0.0,0.0,1.08,0.42,1.73
12M 2018,0.27,0.17,1.3,2.91,0.0,0.0,1.25,0.45,1.91
12M 2019,1.08,0.71,1.24,2.8,0.0,0.0,1.19,0.44,1.8
12M 2020,1.02,0.76,1.14,2.74,0.0,0.0,1.07,0.42,1.74
12M 2021,1.34,1.08,0.41,1.92,0.0,0.0,0.39,0.22,0.92
12M 2022,1.04,0.78,0.25,1.8,0.0,0.0,0.22,0.14,0.8
12M 2023,1.1,0.89,0.22,1.78,0.0,0.0,0.19,0.12,0.78
12M 2024,1.05,0.8,0.15,1.63,0.0,0.0,0.14,0.09,0.63
