Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.59,,12.01,,2.86,,1.27,8.12,8.12,1.49
12M 2009,94.48,25.72,24.28,95.92,3.86,3.46,14.19,14.18,2.94,2.96,1.33,1.27,6.54,6.54,1.64
12M 2010,91.27,31.24,20.22,102.29,4.0,3.56,11.69,11.98,3.07,3.12,1.25,1.16,4.83,4.83,1.73
12M 2011,74.86,26.07,17.56,83.37,4.88,4.19,14.0,12.38,3.56,3.09,1.44,1.33,5.08,5.08,2.01
12M 2012,87.3,32.3,24.01,95.59,4.18,3.64,11.3,9.68,3.46,3.39,1.36,1.26,3.32,3.32,2.65
12M 2013,92.18,34.73,22.9,104.01,3.96,4.13,10.51,10.37,2.98,2.81,1.14,1.09,3.08,3.08,2.61
12M 2014,81.25,26.75,23.65,84.35,4.49,4.54,13.64,12.58,2.57,2.27,1.11,1.04,3.75,3.75,2.08
12M 2015,106.56,51.23,46.89,110.9,3.43,3.59,7.13,6.91,1.49,1.34,0.75,0.74,3.93,3.93,1.88
12M 2016,102.36,50.48,35.14,117.7,3.57,7.5,7.23,17.43,1.61,4.86,0.67,1.36,2.68,2.68,2.21
12M 2017,91.38,32.38,27.97,95.79,3.99,3.21,11.27,10.52,2.96,2.88,0.78,0.73,4.23,4.23,1.54
12M 2018,122.69,41.21,26.29,137.61,2.98,2.66,8.86,8.03,2.91,2.89,0.71,0.69,2.5,2.5,2.44
12M 2019,131.53,50.37,16.35,165.55,2.78,2.73,7.25,6.85,3.15,3.26,0.73,0.73,2.97,2.97,2.25
12M 2020,168.46,69.35,24.55,213.26,2.17,2.11,5.26,5.27,2.21,2.29,0.49,0.49,,2.57,1.83
12M 2021,130.35,72.98,41.04,162.29,2.8,2.89,5.0,4.64,2.4,2.46,0.51,0.52,2.78,2.78,1.67
12M 2022,120.57,64.02,49.61,134.98,3.03,2.62,5.7,5.43,2.87,2.96,0.56,0.55,3.65,3.65,1.49
12M 2023,145.12,83.78,74.74,154.16,2.52,2.12,4.36,4.57,3.17,3.26,0.54,0.53,3.05,3.05,1.49
12M 2024,142.63,66.39,50.57,158.45,2.56,2.35,5.5,7.49,3.9,4.0,0.58,0.57,2.01,2.01,2.07
