Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,65 B,(9 B),55 B,86.50
12M 2009,(72 B),(21 B),(93 B),-145.20
12M 2010,20 B,(57 B),(37 B),-57.14
12M 2011,(50 B),(88 B),(139 B),-217.07
12M 2012,48 B,(290 B),(243 B),-58.36
12M 2013,35 B,(413 B),(379 B),-91.03
12M 2014,22 B,(476 B),(454 B),-99.26
12M 2015,253 B,(349 B),(95 B),-20.83
12M 2016,(81 B),(42 B),(123 B),-26.86
12M 2017,(99 B),(62 B),(161 B),-35.21
12M 2018,(63 B),(22 B),(85 B),-16.98
12M 2019,(18 B),(22 B),(41 B),-5.31
12M 2020,19 B,(15 B),4 B,0.49
12M 2021,3 B,(0 B),3 B,0.38
12M 2022,10 B,(7 B),2 B,0.30
12M 2023,5 B,(6 B),(1 B),-0.18
12M 2024,8 B,(7 B),1 B,0.11
