Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.26,0.58,0.75,2.49,0.0,0.0,0.71,0.23,1.49
12M 2009,1.15,0.72,0.76,2.35,0.0,0.0,0.73,0.32,1.35
12M 2010,1.83,1.43,0.73,2.15,0.0,0.0,0.68,0.34,1.15
12M 2011,1.96,1.48,1.09,2.54,0.0,0.0,0.91,0.43,1.52
12M 2012,2.3,1.73,0.55,1.76,0.0,0.0,0.27,0.31,0.76
12M 2013,1.63,1.18,0.68,1.84,0.0,0.0,0.55,0.37,0.84
12M 2014,1.44,1.01,0.62,1.78,0.0,0.0,0.59,0.35,0.77
12M 2015,0.74,0.53,0.75,1.94,0.0,0.0,0.73,0.39,0.94
12M 2016,0.33,0.24,1.53,3.07,0.0,0.0,1.5,0.5,2.07
12M 2017,0.15,0.13,-1.89,-2.13,-0.0,0.0,-1.86,0.89,-3.13
12M 2018,0.21,0.18,-1.96,-2.03,-0.0,0.0,-1.93,0.96,-3.03
12M 2019,0.21,0.14,-1.7,-1.86,-0.0,0.0,-1.67,0.91,-2.86
12M 2020,0.17,0.12,-1.03,-0.57,-0.0,0.0,-1.03,1.82,-1.57
12M 2021,0.21,0.14,-1.26,-0.6,-0.0,0.0,-1.26,2.1,-1.6
12M 2022,0.28,0.13,-1.33,-0.69,-0.0,0.0,-1.32,1.92,-1.69
12M 2023,0.26,0.11,-1.34,-0.67,-0.0,0.0,-1.33,2.0,-1.67
12M 2024,0.19,0.09,-1.15,-0.58,-0.0,0.0,-1.15,1.99,-1.58
