Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.64 B,3.22,77.64,0.15,,0.26%,0.65%,22.55%,1.56
12M 2009,0.64 B,18.79,11.97,0.16,,1.56%,3.65%,3.96%,0.43
12M 2010,0.64 B,65.61,33.07,1.89,,5.29%,11.39%,10.79%,1.38
12M 2011,0.64 B,88.54,33.77,2.13,,5.33%,13.53%,17.17%,3.10
12M 2012,4.16 B,13.38,56.80,3.13,,3.21%,5.66%,12.17%,2.12
12M 2013,4.16 B,11.84,65.03,2.51,,2.61%,4.81%,8.50%,1.99
12M 2014,4.57 B,8.82,76.53,2.15,,1.69%,3.01%,9.30%,1.66
12M 2015,4.57 B,-12.77,-11.75,0.56,,-2.35%,-4.56%,4.89%,0.60
12M 2016,4.57 B,-139.13,-0.79,0.56,,-32.11%,-98.60%,-60.97%,-6.55
12M 2017,4.57 B,-231.26,-0.22,1.02,,-121.10%,257.66%,-299.50%,-8.83
12M 2018,5.03 B,-7.67,-6.52,2.98,8.08 B,-4.71%,9.57%,13.02%,-2.37
12M 2019,7.63 B,-7.07,-7.07,3.04,79.43 B,-8.77%,16.34%,95.71%,1.53
12M 2020,7.63 B,-27.22,-1.84,4.37,(163.37 B),-67.92%,38.62%,755.85%,-34.13
12M 2021,7.63 B,16.62,3.01,4.88,179.33 B,51.43%,-30.85%,-131.00%,56.21
12M 2022,7.63 B,10.20,4.90,5.87,87.31 B,34.65%,-23.96%,-420.72%,96.79
12M 2023,7.63 B,1.53,3.92,0.93,22.19 B,5.58%,-3.73%,17.34%,15.48
12M 2024,7.63 B,1.15,6.09,1.44,39.37 B,4.89%,-2.84%,73.53%,1.13
