Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.41,,2.88,,5.68,,1.23,10.67,10.67,1.26
12M 2009,54.87,111.95,79.3,87.52,6.65,5.98,3.26,3.33,5.45,6.03,1.15,1.14,15.21,15.21,1.15
12M 2010,65.83,104.9,87.19,83.54,5.54,5.69,3.48,3.28,4.59,4.61,0.94,0.95,2.99,2.99,1.83
12M 2011,61.7,88.98,60.3,90.38,5.92,5.4,4.1,3.31,4.41,3.36,0.97,0.87,2.54,2.54,1.96
12M 2012,52.93,120.3,66.96,106.27,6.9,6.17,3.03,2.48,3.52,3.23,0.72,0.66,1.81,1.81,2.3
12M 2013,33.94,105.52,50.45,89.01,10.76,9.45,3.46,3.06,2.52,2.23,0.7,0.68,4.41,4.41,1.63
12M 2014,31.54,97.59,32.47,96.66,11.57,11.15,3.74,3.12,1.67,1.53,0.67,0.63,5.63,5.63,1.44
12M 2015,39.85,98.6,35.62,102.83,9.16,9.04,3.7,3.99,1.13,1.07,0.5,0.48,-4.97,-4.97,0.74
12M 2016,37.46,85.01,69.42,53.05,9.74,15.15,4.29,5.2,0.76,0.77,0.4,0.41,-1.28,-1.28,0.33
12M 2017,55.27,143.66,329.92,-130.99,6.6,13.16,2.54,2.89,0.27,0.43,0.16,0.23,-0.21,-0.21,0.15
12M 2018,49.78,209.91,994.79,-735.1,7.33,4.67,1.74,1.4,0.2,0.2,0.1,0.1,-0.13,-0.13,0.21
12M 2019,47.51,156.94,332.62,-128.17,7.68,5.01,2.33,1.69,0.31,0.3,0.17,0.17,-0.31,-0.31,0.21
12M 2020,84.32,214.07,28.81,269.58,4.33,4.47,1.71,2.14,0.31,0.31,0.19,0.19,-0.23,-0.23,0.17
12M 2021,64.22,162.44,28.96,197.7,5.68,6.11,2.25,2.27,0.51,0.52,0.28,0.29,-0.28,-0.28,0.21
12M 2022,62.11,251.03,56.27,256.87,5.88,5.8,1.45,1.41,0.44,0.45,0.28,0.28,-0.59,-0.59,0.28
12M 2023,60.14,443.64,104.87,398.91,6.07,5.16,0.82,0.87,0.34,0.34,0.23,0.23,-0.52,-0.52,0.26
12M 2024,53.53,866.7,182.74,737.49,6.82,7.27,0.42,0.42,0.26,0.27,0.19,0.21,-0.26,-0.26,0.19
