Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,3.65,2.52,0.18,1.42,0.0,0.0,-0.28,0.13,0.42
12M 2010,2.05,1.22,0.36,1.88,0.0,0.0,-0.18,0.19,0.88
12M 2011,1.51,0.77,0.67,2.07,0.0,0.0,0.48,0.32,1.07
12M 2012,1.21,0.63,0.86,2.59,0.0,0.0,0.68,0.33,1.59
12M 2013,1.19,0.62,0.94,2.9,0.0,0.0,0.74,0.32,1.9
12M 2014,1.12,0.59,1.54,3.4,0.0,0.0,1.39,0.45,2.4
12M 2015,1.09,0.67,1.3,3.04,0.0,0.0,1.07,0.43,2.04
12M 2016,1.17,0.8,1.2,2.99,0.0,0.0,0.67,0.4,1.99
12M 2017,1.18,0.81,1.3,3.03,0.0,0.0,0.95,0.43,2.03
12M 2018,1.08,0.68,1.6,3.43,0.0,0.0,1.34,0.47,2.43
12M 2019,1.14,0.85,1.63,3.32,0.0,0.0,1.01,0.49,2.32
12M 2020,1.23,0.89,1.12,2.73,0.0,0.0,0.81,0.41,1.73
12M 2021,1.22,0.87,1.31,3.44,0.0,0.0,0.8,0.38,2.44
12M 2022,1.24,0.88,1.6,3.28,0.0,0.0,1.18,0.49,2.28
12M 2023,1.33,1.04,1.04,2.44,0.0,0.0,0.87,0.43,1.44
12M 2024,1.35,0.97,1.12,2.42,0.0,0.0,0.97,0.46,1.42
