Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,2.63 B,31.53,0.00,0.00,,15.09%,40.76%,32.70%,5.97
12M 2012,2.63 B,30.69,0.00,0.00,,10.63%,23.23%,23.24%,4.96
12M 2013,2.63 B,37.13,8.35,1.14,,6.19%,15.13%,18.14%,4.08
12M 2014,2.63 B,56.71,7.65,1.27,,8.82%,19.18%,17.44%,4.14
12M 2015,2.63 B,9.95,23.92,0.93,,1.45%,2.93%,7.19%,1.93
12M 2016,2.63 B,7.61,41.52,1.88,,1.23%,2.25%,4.57%,1.61
12M 2017,2.63 B,24.91,6.62,0.86,,4.21%,6.89%,8.17%,3.33
12M 2018,2.63 B,41.26,6.01,1.04,276.81 B,6.73%,9.92%,11.89%,5.55
12M 2019,2.63 B,44.26,5.74,0.99,283.44 B,7.51%,10.61%,11.96%,6.21
12M 2020,2.63 B,11.54,30.33,1.59,213.52 B,2.08%,2.80%,5.02%,3.08
12M 2021,2.63 B,21.52,18.03,1.70,240.71 B,4.00%,5.15%,6.51%,5.46
12M 2022,2.63 B,80.76,5.72,1.30,433.80 B,12.70%,15.35%,19.64%,21.39
12M 2023,2.63 B,114.10,6.18,1.09,791.90 B,10.09%,17.36%,27.39%,15.42
12M 2024,2.72 B,146.78,4.36,0.92,857.25 B,9.97%,16.60%,17.62%,7.99
