Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,0.5
12M 2011,58.82,,79.85,-21.03,6.21,,,,0.95,,0.73,,-21.95,,0.9
12M 2012,65.6,,47.38,18.22,5.56,9.35,,,1.1,2.02,0.73,1.26,-8.17,-8.17,0.71
12M 2013,61.52,0.48,37.25,24.75,5.93,5.03,757.91,507.84,0.82,0.66,0.61,0.49,-3.82,-3.82,0.52
12M 2014,56.99,2.59,33.94,25.64,6.4,6.06,140.67,61.38,0.67,0.63,0.55,0.54,-3.63,-3.63,0.41
12M 2015,89.89,5.26,44.74,50.41,4.06,3.91,69.35,71.45,0.46,0.41,0.39,0.36,-3.14,-3.14,0.52
12M 2016,136.51,8.22,72.11,72.62,2.67,3.06,44.38,44.76,0.3,0.31,0.26,0.27,-2.34,-2.34,0.51
12M 2017,97.62,6.71,61.67,42.66,3.74,3.97,54.38,58.76,0.36,0.37,0.32,0.32,-3.82,-3.82,0.59
12M 2018,87.51,5.31,59.07,33.75,4.17,3.52,68.68,52.8,0.47,0.45,0.39,0.38,-6.9,-6.9,0.74
12M 2019,94.84,4.88,60.11,39.61,3.85,4.34,74.74,65.27,0.52,0.53,0.43,0.44,-13.64,-13.64,0.84
12M 2020,106.67,3.99,51.28,59.38,3.42,3.94,91.51,105.92,0.47,0.47,0.38,0.38,26.19,26.19,1.09
12M 2021,89.06,5.7,38.89,55.87,4.1,4.4,64.08,51.02,0.53,0.54,0.42,0.42,7.55,7.55,1.37
12M 2022,55.16,7.16,39.24,23.08,6.62,5.77,50.95,43.28,0.84,0.85,0.6,0.57,5.69,5.69,1.66
12M 2023,49.59,6.32,40.3,15.61,7.36,7.55,57.74,63.52,1.15,1.15,0.73,0.72,8.96,8.96,1.44
12M 2024,60.93,7.48,42.1,26.31,5.99,5.73,48.79,45.7,0.85,0.79,0.54,0.5,6.31,6.31,1.69
