Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.5,0.5,1.97,3.55,1.25,0.35,1.94,0.55,2.55
12M 2011,0.9,0.9,1.42,2.7,0.0,0.0,1.15,0.53,1.7
12M 2012,0.71,0.71,1.04,2.19,0.0,0.0,0.94,0.47,1.19
12M 2013,0.52,0.51,1.33,2.44,0.0,0.0,1.25,0.54,1.44
12M 2014,0.41,0.39,1.09,2.18,0.0,0.0,1.07,0.5,1.17
12M 2015,0.52,0.5,0.9,2.03,0.0,0.0,0.88,0.45,1.03
12M 2016,0.51,0.49,0.74,1.83,0.0,0.0,0.7,0.4,0.83
12M 2017,0.59,0.58,0.55,1.64,0.0,0.0,0.49,0.33,0.64
12M 2018,0.74,0.72,0.38,1.47,0.0,0.0,0.31,0.25,0.47
12M 2019,0.84,0.82,0.31,1.41,0.0,0.0,0.25,0.22,0.41
12M 2020,1.09,1.07,0.26,1.35,0.0,0.0,0.19,0.19,0.35
12M 2021,1.37,1.32,0.21,1.29,0.0,0.0,0.08,0.16,0.29
12M 2022,1.66,1.6,0.13,1.21,0.0,0.0,-0.05,0.11,0.21
12M 2023,1.44,1.39,0.42,1.72,0.0,0.0,0.28,0.24,0.56
12M 2024,1.69,1.62,0.57,1.66,0.0,0.0,0.45,0.34,0.66
