Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,5.07,3.22,0.17,1.21,0.0,0.0,0.17,0.14,0.19
12M 2009,3.08,2.87,29.33,34.08,0.0,0.0,26.52,0.86,33.04
12M 2010,1.52,1.38,47.77,56.16,0.0,0.0,43.73,0.85,55.16
12M 2011,2.16,1.92,8.8,11.33,0.0,0.0,6.78,0.78,10.33
12M 2012,1.87,1.66,10.72,12.96,0.0,0.0,10.08,0.83,11.96
12M 2013,1.41,1.31,13.15,15.81,0.0,0.0,10.0,0.83,14.81
12M 2014,2.38,2.19,7.94,9.85,0.0,0.0,7.12,0.81,8.85
12M 2015,3.0,2.81,7.81,9.79,0.0,0.0,6.98,0.8,8.79
12M 2016,1.36,1.28,4.8,6.98,0.0,0.0,4.27,0.69,5.98
12M 2017,1.62,1.49,3.21,5.34,0.0,0.0,2.83,0.6,4.34
12M 2018,1.58,1.46,2.66,4.53,0.0,0.0,2.4,0.59,3.53
12M 2019,1.83,1.62,2.5,4.21,0.0,0.0,2.19,0.59,3.21
12M 2020,1.67,1.49,2.16,3.69,0.0,0.0,1.73,0.58,2.69
12M 2021,1.42,1.28,3.5,6.16,0.0,0.0,2.77,0.57,5.16
12M 2022,1.55,1.36,3.7,6.13,0.0,0.0,3.12,0.6,5.13
12M 2023,1.94,1.81,4.37,6.88,0.0,0.0,2.54,0.63,5.88
12M 2024,1.48,1.31,5.47,8.67,0.0,0.0,4.41,0.63,7.61
