Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,12.06,,,,0.28,,0.02,0.04,0.04,5.07
12M 2009,49.43,11.53,13.5,47.46,7.38,7.38,31.65,31.56,4.0,4.0,1.81,1.83,3.17,3.17,3.08
12M 2010,96.13,18.86,40.94,74.05,3.8,3.74,19.36,17.99,1.59,1.46,0.82,0.76,5.87,5.87,1.52
12M 2011,73.47,23.63,53.36,43.74,4.97,4.49,15.45,12.68,1.49,1.37,0.74,0.65,2.9,2.9,2.16
12M 2012,82.44,22.94,44.9,60.48,4.43,3.62,15.91,15.72,1.5,1.39,0.74,0.72,4.68,4.74,1.87
12M 2013,87.02,19.55,39.17,67.4,4.19,4.63,18.67,19.23,1.44,1.42,0.69,0.65,5.7,5.7,1.41
12M 2014,85.47,19.25,34.99,69.73,4.27,4.46,18.96,20.37,1.34,1.46,0.62,0.67,3.47,3.47,2.38
12M 2015,88.38,17.6,22.32,83.66,4.13,3.66,20.74,20.81,1.44,1.4,0.67,0.62,2.67,2.67,3.0
12M 2016,86.14,15.92,43.98,58.08,4.24,4.51,22.93,24.05,1.52,1.65,0.7,0.71,7.57,7.57,1.36
12M 2017,76.85,15.95,61.82,30.98,4.75,4.32,22.89,19.17,1.7,1.63,0.83,0.82,5.62,5.62,1.62
12M 2018,80.08,16.45,61.32,35.21,4.56,3.74,22.19,20.81,1.58,1.36,0.85,0.74,5.39,5.39,1.58
12M 2019,92.37,21.61,53.11,60.87,3.95,3.64,16.89,13.75,1.41,1.48,0.74,0.76,4.19,4.19,1.83
12M 2020,108.87,29.87,42.77,95.97,3.35,3.65,12.22,13.0,1.15,1.17,0.58,0.6,4.22,4.22,1.67
12M 2021,88.93,24.88,70.84,42.97,4.1,3.41,14.67,15.21,1.36,1.27,0.7,0.6,4.56,4.56,1.42
12M 2022,73.03,20.19,59.46,33.76,5.0,4.56,18.08,16.34,1.89,1.88,0.97,0.95,6.37,6.37,1.55
12M 2023,69.06,17.71,42.48,44.29,5.29,4.83,20.61,21.59,2.4,2.54,1.05,1.05,3.64,3.64,1.94
12M 2024,66.61,16.29,42.92,39.98,5.48,5.3,22.4,22.54,2.53,2.56,1.02,1.1,8.38,8.38,1.48
