Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.00 B,5249037.40,0.00,0.00,,3.69%,12.01%,18.80%,2.04
12M 2016,0.00 B,-301917.33,-0.00,0.00,,-6.14%,-12.87%,-4.95%,-1.46
12M 2017,3.75 B,-11.27,-317.66,67.59,,-2.84%,-5.65%,1.04%,0.35
12M 2018,3.75 B,-14.58,-288.07,72.40,108.08 B,-3.77%,-7.35%,-1.13%,-0.36
12M 2019,37.50 B,-3.85,-101.30,66.52,111.65 B,-11.86%,-25.22%,-1.05%,-0.27
12M 2020,37.50 B,-0.36,-138.89,8.45,135.82 B,-1.17%,-2.39%,1.62%,0.55
12M 2021,37.50 B,-1.69,-29.59,11.51,104.58 B,-6.28%,-12.40%,-0.71%,-0.28
12M 2022,37.50 B,-1.93,-25.91,11.22,101.28 B,-7.36%,-15.03%,-0.59%,-0.16
12M 2023,37.50 B,-2.03,-4.43,1.97,114.87 B,-8.79%,-19.04%,1.08%,0.51
12M 2024,37.50 B,-3.13,-4.79,6.98,(13.11 B),-21.00%,-39.12%,-7.93%,-4.22
