Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,-1.47,,0.35
12M 2016,102.72,,83.87,,3.55,9.64,,,0.12,0.25,0.11,0.23,17.85,17.85,1.16
12M 2017,72.36,,54.1,,5.04,4.73,,,0.15,0.15,0.13,0.13,-7.74,-7.74,0.77
12M 2018,69.35,,37.3,,5.26,5.18,,,0.17,0.17,0.15,0.14,-2.16,-2.16,0.41
12M 2019,61.31,,49.27,,5.95,5.9,,,0.19,0.2,0.16,0.17,-0.67,-0.67,0.19
12M 2020,67.61,,40.06,,5.4,6.75,,,0.22,0.22,0.19,0.19,5.69,5.69,1.49
12M 2021,111.19,,18.09,,3.28,3.77,,,0.18,0.19,0.15,0.15,2.53,2.53,1.99
12M 2022,112.57,,17.59,,3.24,3.19,,,0.2,0.21,0.17,0.17,3.03,3.03,1.57
12M 2023,112.98,,50.22,,3.23,3.25,,,0.24,0.25,0.18,0.19,5.3,5.3,1.21
12M 2024,254.54,,58.79,,1.43,2.06,,,0.17,0.19,0.11,0.12,0.52,0.52,5.01
