Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,97 B,(50 B),47 B,17.26
12M 2009,54 B,(47 B),7 B,2.53
12M 2010,184 B,(48 B),136 B,36.25
12M 2011,381 B,(19 B),362 B,96.25
12M 2012,(53 B),(12 B),(65 B),-15.21
12M 2013,154 B,(13 B),141 B,23.82
12M 2014,635 B,(78 B),557 B,94.23
12M 2015,(179 B),(27 B),(206 B),-31.57
12M 2016,(468 B),(39 B),(506 B),-30.45
12M 2017,"1,487 B",(277 B),"1,210 B",72.73
12M 2018,"(2,188 B)",(43 B),"(2,231 B)",-134.16
12M 2019,(308 B),(27 B),(336 B),-20.18
12M 2020,"(2,428 B)",(38 B),"(2,465 B)",-65.01
12M 2021,560 B,(35 B),525 B,13.83
12M 2022,"(1,424 B)",(27 B),"(1,451 B)",-38.25
12M 2023,"2,989 B",(16 B),"2,972 B",78.39
12M 2024,"2,471 B",(22 B),"2,448 B",64.56
