Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
12M 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
