Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.66,95.54,0.66,95.54,,,,,
12M 2009,0.86,109.91,0.86,109.91,,,,,
12M 2010,0.84,138.79,0.84,138.79,,,,,
12M 2011,0.98,148.43,0.98,148.43,,,,,
12M 2012,0.78,176.44,0.78,176.44,,,,,
12M 2013,0.59,175.18,0.59,175.18,,,,,
12M 2014,0.81,206.42,0.81,206.42,,,,,
12M 2015,1.13,216.29,1.13,216.29,,,,,
12M 2016,1.03,144.08,1.12,132.65,,,,,
12M 2017,1.46,146.94,1.58,135.51,,,,,
12M 2018,0.94,151.29,1.02,139.86,,,,,
12M 2019,0.77,168.05,0.82,156.62,,,,,
12M 2020,0.88,158.67,0.90,153.66,,,,,
12M 2021,0.72,160.37,0.75,155.36,,,,,
12M 2022,0.49,163.48,0.50,158.47,,,,,
12M 2023,0.45,172.48,0.47,167.47,,,,,
12M 2024,0.41,180.43,0.42,175.42,,,,,
