Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,21.69,,49.62,,0.97,,0.25,-0.51,-0.51,0.11
12M 2009,21.25,5.46,19.41,7.3,17.18,14.41,66.85,55.65,1.22,1.32,0.27,0.27,-0.7,-0.7,0.17
12M 2010,18.83,3.55,10.8,11.58,19.39,18.45,102.72,90.45,2.76,2.86,0.5,0.49,-2.38,-2.38,0.45
12M 2011,19.8,4.78,13.99,10.59,18.43,22.14,76.36,71.4,2.71,2.75,0.47,0.48,-4.1,-4.1,0.54
12M 2012,22.17,31.48,19.84,33.81,16.46,11.64,11.59,11.62,2.3,2.33,0.39,0.39,-5.32,-5.32,0.67
12M 2013,35.05,70.53,27.2,78.38,10.41,10.0,5.17,5.15,1.97,2.0,0.32,0.31,-3.28,-3.28,0.64
12M 2014,29.01,69.53,23.83,74.71,12.58,13.96,5.25,5.34,2.0,2.07,0.3,0.3,4.7,4.7,1.82
12M 2015,17.95,66.42,18.96,65.41,20.33,19.49,5.5,5.74,2.27,2.31,0.32,0.32,5.03,5.03,1.84
12M 2016,12.3,67.36,22.82,56.84,29.68,33.94,5.42,5.78,2.32,2.46,0.1,0.06,1.5,1.5,4.05
12M 2017,10.56,63.2,28.02,45.74,34.55,41.13,5.77,5.9,1.9,1.92,0.04,0.04,1.99,1.99,1.76
12M 2018,12.53,53.61,30.91,35.23,29.13,29.31,6.81,7.28,1.93,2.01,0.04,0.04,20.09,20.09,1.03
12M 2019,11.88,43.92,25.59,30.21,30.72,32.76,8.31,8.85,2.42,2.47,0.04,0.04,1.62,1.62,1.67
12M 2020,24.31,68.88,29.3,63.89,15.02,14.12,5.3,5.25,1.15,1.01,0.02,0.02,-2.02,-2.02,0.87
12M 2021,19.04,75.15,22.0,72.19,19.17,17.02,4.86,4.86,1.41,1.47,0.02,0.02,-0.29,-0.29,0.49
12M 2022,18.4,66.33,9.35,75.38,19.84,19.94,5.5,5.7,1.54,1.6,0.02,0.02,-0.23,-0.23,0.45
12M 2023,24.13,66.64,6.38,84.39,15.13,17.7,5.48,5.57,1.24,1.27,0.02,0.02,-0.34,-0.34,0.28
12M 2024,17.96,67.7,5.46,80.2,20.33,23.59,5.39,5.47,1.07,1.07,0.02,0.02,-0.16,-0.16,0.15
